AL_TCDD_F_Bl_adt	BA_BPA10mg_F_Bl_adt	BA_BPA10ug_F_Bl_adt	BI_PM2.5_F_Bl_adt	DO_Pb_F_Bl_adt	DO_DEHP_F_Bl_adt	MU_PM2.5_F_Bl_adt	ZB_As_F_Bl_adt	WK_TBT_F_Bl_adt
4930581F22Rik	0	0	0	0.657135612569395	0	0	0	0	0
Setd3	0	0	0	0.653031150951966	0	0	0	0	0
Mboat7	0	0	0	0.652676243610059	0	0	0	0	0
B230307C23Rik	0	0	0	0.651690716690368	0	0	0	0	0
As3mt	0	0	0	0.651641893735072	0	0	0	0	0
Gm11696	0	0	0	0.651456239834396	0	0	0	0	0
Taf13	0	0	0	0.649395621730409	0	0	0	0	0
Ahsa1	0	0	0	0.649354583913485	0	0	0	0	0
Svip	0	0	0	0.649298869693353	0	0	0	0	0
Ino80c	0	0	0	0.648184493596366	0	0	0	0	0
Smim14	0	0	0	0.645141108854858	0	0	0	0	0
Zfp382	0	0	0	0.64474692604207	0	0	0	0	0
Saraf	0	0	0	0.644157672886569	0	0	0	0	0
Trim13	0	0	0	0.642040714584271	0	0	0	0	0
Mustn1	0	0	0	0.640810644775833	0	0	0	0	0
Kcnk6	0	0	0	0.640227799697389	0	0	0	0	0
Ube2r2	0	0	0	0.637194637613302	0	0	0	0	0
Mpc1-ps	0	0	0	0.636841392049645	0	0	0	0	0
Tmem263	0	0	0	0.636772726869328	0	0	0	0	0
Gsk3b	0	0	0	0.636403916129998	0	0	0	0	0
Npepps	0	0	0	0.636286765774555	0	0	0	0	0
E2f1	0	0	0	0.635080773301132	0	0	0	0	0
Cd200r1	0	0	0	0.635021781328906	0	0	0	0	0
E030042O20Rik	0	0	0	0.633812848425639	0	0	0	0	0
Tatdn3	0	0	0	0.632000628803477	0	0	0	0	0
Mafg	0	0	0	0.631848743225138	0	0	0	0	0
Pcyt1a	0	0	0	0.63181486817459	0	0	0	0	0
Tspan14	0	0	0	0.630925199606146	0	0	0	0	0
H2afx	0	0	0	0.630752637630344	0	0	0	0	0
Unc13d	0	0	0	0.630612175009059	0	0	0	0	0
Exoc6b	0	0	0	0.628138844799461	0	0	0	0	0
Tpgs1	0	0	0	0.626858152491747	0	0	0	0	0
Cldnd1	0	0	0	0.625527627665366	0	0	0	0	0
Flt3	0	0	0	0.625033354165375	0	0	0	0	0
Armc6	0	0	0	0.623964112592406	0	0	0	0	0
Trappc4	0	0	0	0.623538931793559	0	0	0	0	0
E2f3	0	0	0	0.622145386968203	0	0	0	0	0
Ppil1	0	0	0	0.622051645588469	0	0	0	0	0
Eloc	0	0	0	0.621549218230715	0	0	0	0	0
Klc4	0	0	0	0.621344978771491	0	0	0	0	0
Dok1	0	0	0	0.620558360300534	0	0	0	0	0
D5Ertd579e	0	0	0	0.616996562219167	0	0	0	0	0
Trappc6a	0	0	0	0.616808336354989	0	0	0	0	0
Dapp1	0	0	0	0.61646370583503	0	0	0	0	0
Dubr	0	0	0	0.613808197354828	0	0	0	0	0
Zfp174	0	0	0	0.613469969507953	0	0	0	0	0
Runx1	0	0	0	0.611767280260349	0	0	0	0	0
Gstz1	0	0	0	0.611478239868488	0	0	0	0	0
Orai1	0	0	0	0.61146298449022	0	0	0	0	0
Kif13a	0	0	0	0.608806425300851	0	0	0	0	0
Sh3bgrl	0	0	0	0.607282633978015	0	0	0	0	0
G6pc3	0	0	0	0.606940322360494	0	0	0	0	0
Traf1	0	0	0	0.606545377024251	0	0	0	0	0
Zfp180	0	0	0	0.605973048936119	0	0	0	0	0
Rpl36-ps12	0	0	0	0.603252396063268	0	0	0	0	0
Hp1bp3	0	0	0	0.601379303388955	0	0	0	0	0
A230072C01Rik	0	0	0	0.601196109493705	0	0	0	0	0
Top1mt	0	0	0	0.60066575920023	0	0	0	0	0
Dnajc15	0	0	0	0.600445719290768	0	0	0	0	0
Gemin7	0	0	0	0.600440050859265	0	0	0	0	0
Mrps33	0	0	0	0.595485640854305	0	0	0	0	0
Ccny	0	0	0	0.594844552107312	0	0	0	0	0
Gnb4	0	0	0	0.594370116930956	0	0	0	0	0
Fam120aos	0	0	0	0.594280868923827	0	0	0	0	0
Drap1	0	0	0	0.594132476372095	0	0	0	0	0
1700008J07Rik	0	0	0	0.593868098833789	0	0	0	0	0
Aip	0	0	0	0.590889654488456	0	0	0	0	0
Gstp1	0	0	0	0.590271547568471	0	0	0	0	0
Afg3l2	0	0	0	0.588719921110055	0	0	0	0	0
Rom1	0	0	0	0.588653037813152	0	0	0	0	0
Cfl2	0	0	0	0.587936218744192	0	0	0	0	0
Tmx4	0	0	0	0.58765739072209	0	0	0	0	0
Inafm1	0	0	0	0.586611346650755	0	0	0	0	0
Eci2	0	0	0	0.586142578051209	0	0	0	0	0
Dph3	0	0	0	0.585566189064496	0	0	0	0	0
Fchsd1	0	0	0	0.58508322172591	0	0	0	0	0
Igkv4-57-1	0	0	1.41128835170709	0	0	0	0	0	0
Ighv2-5	0	0	1.15457283211833	0	0	0	0	0	0
C920006O11Rik	0	0	1.07632256945229	0	0	0	0	0	0
Nubpl	0	0	1.0435448253158	0	0	0	0	0	0
Dnaaf3	0	0	1.04183055050748	0	0	0	0	0	0
2900005J15Rik	0	0	1.00661742239569	0	0	0	0	0	0
Gm43667	0	0	1.00457257751879	0	0	0	0	0	0
Gm26517	0	0	1.00353046569197	0	0	0	0	0	0
9330020H09Rik	0	0	0.989846504857353	0	0	0	0	0	0
A530072M11Rik	0	0	0.893331660807758	0	0	0	0	0	0
Igkv10-94	0	0	0.892655576963701	0	0	0	0	0	0
Abca9	0	0	0.892522979811877	0	0	0	0	0	0
Chchd6	0	0	0.892238586367484	0	0	0	0	0	0
Cybb	0	0	0.864644866384781	0	0	0	0	0	0
Gm6566	0	0	0.859146403237833	0	0	0	0	0	0
Myo1h	0	0	0.852215118024088	0	0	0	0	0	0
A230072E10Rik	0	0	0.838116095965402	0	0	0	0	0	0
Abca5	0	0	0.837233980198814	0	0	0	0	0	0
Mtfp1	0	0	0.83339868451608	0	0	0	0	0	0
Tnfrsf11a	0	0	0.82731991962683	0	0	0	0	0	0
Lmntd2	0	0	0.824211162469063	0	0	0	0	0	0
Parpbp	0	0	0.819966384194919	0	0	0	0	0	0
Gm12764	0	0	0.80511053163994	0	0	0	0	0	0
Fbxw10	0	0	0.799295019611281	0	0	0	0	0	0
Tert	0	0	0.776795103147817	0	0	0	0	0	0
A430110L20Rik	0	0	0.775497555840503	0	0	0	0	0	0
Dnaaf2	0	0	0.755341700787333	0	0	0	0	0	0
Lrrc58	0	0	0.726028218791145	0	0	0	0	0	0
Il6st	0	0	0.717455911273947	0	0	0	0	0	0
Zfp58	0	0	0.712310947171603	0	0	0	0	0	0
Sash1	0	0	0.703437045848525	0	0	0	0	0	0
Gm5113	0	0	0.699706180518426	0	0	0	0	0	0
Jrk	0	0	0.699033618355946	0	0	0	0	0	0
D10Wsu102e	0	0	0.694203844570215	0	0	0	0	0	0
Sqle	0	0	0.694129233457125	0	0	0	0	0	0
Gm10501	0	0	0.687814666160805	0	0	0	0	0	0
Klf8	0	0	0.65955908172449	0	0	0	0	0	0
Zfp493	0	0	0.652089402906607	0	0	0	0	0	0
Ift88	0	0	0.643758619985038	0	0	0	0	0	0
Zc3h12c	0	0	0.629293229136868	0	0	0	0	0	0
Rdh13	0	0	0.627362432604838	0	0	0	0	0	0
Bloc1s5	0	0	0.626537212777253	0	0	0	0	0	0
Gnpnat1	0	0	0.625549561514539	0	0	0	0	0	0
Ocrl	0	0	0.623088697530285	0	0	0	0	0	0
Trim45	0	0	0.614036989472251	0	0	0	0	0	0
Tmem181b-ps	0	0	0.613699685429574	0	0	0	0	0	0
Thnsl1	0	0	0.604956313199354	0	0	0	0	0	0
Lipo3	0	0	0.601802148086043	0	0	0	0	0	0
Slc16a13	0	0	0.593624153356689	0	0	0	0	0	0
Ablim1	0	0	0.588349395327167	0	0	0	0	0	0
Trf	0	2.31896680716159	0	0	0	0	0	0	0
Ms4a8a	0	2.22065620193605	0	0	0	0	0	0	0
S100a4	0	2.12184564120438	0	0	0	0	0	0	0
Epha2	0	2.09470168762713	0	0	0	0	0	0	0
Gramd2	0	1.98211815237119	0	0	0	0	0	0	0
Gm43813	0	1.92651631202534	0	0	0	0	0	0	0
Tln2	0	1.87507951225726	0	0	0	0	0	0	0
Cd14	0	1.84728733757045	0	0	0	0	0	0	0
Rps10	0	1.77884789066455	0	0	0	0	0	0	0
Prtn3	0	1.77157488614857	0	0	0	0	0	0	0
Ppl	0	1.7508485998891	0	0	0	0	0	0	0
Rpl36al	0	1.62610054372574	0	0	0	0	0	0	0
Igfbp6	0	1.59771666899719	0	0	0	0	0	0	0
Cracr2b	0	1.58298778348313	0	0	0	0	0	0	0
Snord104	0	1.56453750180278	0	0	0	0	0	0	0
Snhg15	0	1.52350665827375	0	0	0	0	0	0	0
Ahnak2	0	1.50578047594071	0	0	0	0	0	0	0
Pex11g	0	1.48541203606187	0	0	0	0	0	0	0
Tnfsf13	0	1.46852750893597	0	0	0	0	0	0	0
Dpep2	0	1.45776331879223	0	0	0	0	0	0	0
Tmem238	0	1.45179086225922	0	0	0	0	0	0	0
Ak8	0	1.44159038612186	0	0	0	0	0	0	0
Gm4149	0	1.43873299144137	0	0	0	0	0	0	0
Capg	0	1.436180242115	0	0	0	0	0	0	0
Mettl1	0	1.41855202333217	0	0	0	0	0	0	0
Rab24	0	1.41573896794618	0	0	0	0	0	0	0
A130071D04Rik	0	1.40864314985703	0	0	0	0	0	0	0
Cmtm3	0	1.40571111240978	0	0	0	0	0	0	0
Slc27a1	0	1.39464517723434	0	0	0	0	0	0	0
Snhg20	0	1.38081693506137	0	0	0	0	0	0	0
Rps19-ps3	0	1.37710526193358	0	0	0	0	0	0	0
Cmss1	0	1.36899502151826	0	0	0	0	0	0	0
Fabp4	0	1.36334156609349	0	0	0	0	0	0	0
Msr1	0	1.36198832688449	0	0	0	0	0	0	0
Hint1	0	1.35940493736366	0	0	0	0	0	0	0
Mt1	0	1.35822352671806	0	0	0	0	0	0	0
Fam20c	0	1.35438619496776	0	0	0	0	0	0	0
Adam15	0	1.34781586313502	0	0	0	0	0	0	0
Tstd1	0	1.34178839555375	0	0	0	0	0	0	0
Adamtsl4	0	1.34154147554069	0	0	0	0	0	0	0
Fbxw13	0	1.33353192563692	0	0	0	0	0	0	0
Mafb	0	1.33289861848641	0	0	0	0	0	0	0
Polr2f	0	1.30455746633632	0	0	0	0	0	0	0
Comt	0	1.3043948490426	0	0	0	0	0	0	0
Nxpe5	0	1.30086205696644	0	0	0	0	0	0	0
Tbca	0	1.29992375113141	0	0	0	0	0	0	0
Bri3	0	1.2925321174037	0	0	0	0	0	0	0
Bhlhe41	0	1.28658043991625	0	0	0	0	0	0	0
Chkb	0	1.28530849457507	0	0	0	0	0	0	0
Gas7	0	1.28362865384898	0	0	0	0	0	0	0
Gm26857	0	1.27738914723847	0	0	0	0	0	0	0
Rps14	0	1.27231149940206	0	0	0	0	0	0	0
Rilpl1	0	1.27000181133341	0	0	0	0	0	0	0
Hyi	0	1.261143961241	0	0	0	0	0	0	0
Lsm7	0	1.25912351384343	0	0	0	0	0	0	0
Gm11423	0	1.25840403949139	0	0	0	0	0	0	0
Tubb3	0	1.25343513140387	0	0	0	0	0	0	0
Nr2c2ap	0	1.25235518458136	0	0	0	0	0	0	0
Etfb	0	1.25029919511061	0	0	0	0	0	0	0
Dbi	0	1.23672106448043	0	0	0	0	0	0	0
Wdr34	0	1.23573846015119	0	0	0	0	0	0	0
Fabp5	0	1.23289318533461	0	0	0	0	0	0	0
P2rx4	0	1.22285296563088	0	0	0	0	0	0	0
1700047M11Rik	0	1.22188494525513	0	0	0	0	0	0	0
Ppfibp2	0	1.21724440689644	0	0	0	0	0	0	0
Mtln	0	1.21426945417691	0	0	0	0	0	0	0
Rpl36	0	1.21256749516854	0	0	0	0	0	0	0
Romo1	0	1.20624503625495	0	0	0	0	0	0	0
Gm31718	0	1.20562929994812	0	0	0	0	0	0	0
4933431K14Rik	0	1.2048624518369	0	0	0	0	0	0	0
Rps21	0	1.20462884622731	0	0	0	0	0	0	0
Kcnk13	0	1.19915303301086	0	0	0	0	0	0	0
Dpm3	0	1.1933312736558	0	0	0	0	0	0	0
Gm10736	0	1.19136551951797	0	0	0	0	0	0	0
Psmg3	0	1.18751921112234	0	0	0	0	0	0	0
Zfas1	0	1.18518889614077	0	0	0	0	0	0	0
Ndufb6	0	1.18233312818715	0	0	0	0	0	0	0
Gm11361	0	1.18094624954882	0	0	0	0	0	0	0
Tmem37	0	1.17710739869693	0	0	0	0	0	0	0
Mrpl54	0	1.17677042083762	0	0	0	0	0	0	0
Rpl18-ps2	0	1.17585107189892	0	0	0	0	0	0	0
Gm37033	0	1.17096988795021	0	0	0	0	0	0	0
Crip2	0	1.16351808139838	0	0	0	0	0	0	0
Rps8	0	1.16229126700481	0	0	0	0	0	0	0
Lsr	0	1.15872829176623	0	0	0	0	0	0	0
Nagk	0	1.15860412779902	0	0	0	0	0	0	0
Atf3	0	1.15805594672428	0	0	0	0	0	0	0
Tmem106a	0	1.15453525851764	0	0	0	0	0	0	0
Ctdspl	0	1.1539883382391	0	0	0	0	0	0	0
6330418K02Rik	0	1.15195769439698	0	0	0	0	0	0	0
Rpl37rt	0	1.15062073760625	0	0	0	0	0	0	0
Ddt	0	1.14691355435827	0	0	0	0	0	0	0
Srek1	0	1.14360896715737	0	0	0	0	0	0	0
Cd3eap	0	1.14169805616707	0	0	0	0	0	0	0
Gtf2h4	0	1.13378520676484	0	0	0	0	0	0	0
C1ra	0	1.13077611998502	0	0	0	0	0	0	0
Slc7a7	0	1.12224078299067	0	0	0	0	0	0	0
Il18	0	1.12099505414566	0	0	0	0	0	0	0
Snrpd2	0	1.12060800225373	0	0	0	0	0	0	0
Il3ra	0	1.11944866930959	0	0	0	0	0	0	0
Ndufb4	0	1.11845916100987	0	0	0	0	0	0	0
Atp5k	0	1.1163084961785	0	0	0	0	0	0	0
Serpinb8	0	1.11520358239145	0	0	0	0	0	0	0
Cyba	0	1.11348038679905	0	0	0	0	0	0	0
Mrpl52	0	1.11098104612524	0	0	0	0	0	0	0
Rpl34	0	1.10895858862726	0	0	0	0	0	0	0
Fkbp2	0	1.10885596806038	0	0	0	0	0	0	0
Tmem176b	0	1.10611508092744	0	0	0	0	0	0	0
Naprt	0	1.09996082235803	0	0	0	0	0	0	0
Hes5	0	1.09984007467088	0	0	0	0	0	0	0
Slc35e4	0	1.09568607037432	0	0	0	0	0	0	0
Il11ra1	0	1.09236152766926	0	0	0	0	0	0	0
Gm22175	0	1.09000711777011	0	0	0	0	0	0	0
Rpl38	0	1.08245365498927	0	0	0	0	0	0	0
Pgls	0	1.08213092566208	0	0	0	0	0	0	0
Gm9385	0	1.08052008703104	0	0	0	0	0	0	0
Khk	0	1.07979763443011	0	0	0	0	0	0	0
Uqcr10	0	1.07083396501411	0	0	0	0	0	0	0
Irgc1	0	1.06946990375821	0	0	0	0	0	0	0
Thap3	0	1.06560128187322	0	0	0	0	0	0	0
Guk1	0	1.06300900514414	0	0	0	0	0	0	0
Ly86	0	1.06192298270679	0	0	0	0	0	0	0
Mag	0	1.06018648933192	0	0	0	0	0	0	0
Ppan	0	1.05961673360803	0	0	0	0	0	0	0
Junb	0	1.05919709300658	0	0	0	0	0	0	0
Zfp593	0	1.05636609836429	0	0	0	0	0	0	0
Gm5617	0	1.05578194264029	0	0	0	0	0	0	0
Emp3	0	1.05470565151891	0	0	0	0	0	0	0
Upb1	0	1.0453997545921	0	0	0	0	0	0	0
Rps15	0	1.04271030133494	0	0	0	0	0	0	0
Ssr4	0	1.04251235014368	0	0	0	0	0	0	0
Fkbpl	0	1.04149931978536	0	0	0	0	0	0	0
Erp27	0	1.04041667531335	0	0	0	0	0	0	0
Psmg4	0	1.03786196038695	0	0	0	0	0	0	0
Hmgn3	0	1.03748933727154	0	0	0	0	0	0	0
Rplp1	0	1.03677613938546	0	0	0	0	0	0	0
Bola2	0	1.03642700507111	0	0	0	0	0	0	0
Tmem138	0	1.03616167088438	0	0	0	0	0	0	0
2310039H08Rik	0	1.03603992599135	0	0	0	0	0	0	0
Cd300lg	0	1.03423345131411	0	0	0	0	0	0	0
Atp6v0b	0	1.03400096874378	0	0	0	0	0	0	0
Mrps28	0	1.0317269227703	0	0	0	0	0	0	0
8430422M14Rik	0	1.0316216173255	0	0	0	0	0	0	0
Grn	0	1.02864348359742	0	0	0	0	0	0	0
Cntln	0	1.02626886956605	0	0	0	0	0	0	0
Ndufs6	0	1.02561002146343	0	0	0	0	0	0	0
Kank3	0	1.02408821992106	0	0	0	0	0	0	0
2410006H16Rik	0	1.0239338245128	0	0	0	0	0	0	0
Coq7	0	1.02261570622321	0	0	0	0	0	0	0
Pycard	0	1.02114158957235	0	0	0	0	0	0	0
Cd80	0	1.02094216466073	0	0	0	0	0	0	0
Rpl32	0	1.01961494699612	0	0	0	0	0	0	0
Gm43848	0	1.01944295472455	0	0	0	0	0	0	0
Pam16	0	1.01644376757297	0	0	0	0	0	0	0
Gm4673	0	1.01627682354569	0	0	0	0	0	0	0
Itgam	0	1.01521410253363	0	0	0	0	0	0	0
Rpl27	0	1.01314907956298	0	0	0	0	0	0	0
Saysd1	0	1.0116477523489	0	0	0	0	0	0	0
Ager	0	1.00838774333321	0	0	0	0	0	0	0
Tlcd2	0	1.00831090188944	0	0	0	0	0	0	0
Abhd11	0	1.00820292461362	0	0	0	0	0	0	0
Eef2kmt	0	1.00756690596935	0	0	0	0	0	0	0
Acy1	0	1.00565138192129	0	0	0	0	0	0	0
Tnfrsf12a	0	1.00462051597879	0	0	0	0	0	0	0
Rpl37a	0	1.00438888364731	0	0	0	0	0	0	0
Rps13	0	1.00363156484201	0	0	0	0	0	0	0
Ccdc163	0	1.0034156115251	0	0	0	0	0	0	0
Enkd1	0	0.999952107976878	0	0	0	0	0	0	0
Uqcc2	0	0.99862931038741	0	0	0	0	0	0	0
Atp5s	0	0.998492809965927	0	0	0	0	0	0	0
Commd9	0	0.998235649689075	0	0	0	0	0	0	0
Dnd1	0	0.998053524740771	0	0	0	0	0	0	0
Rpsa-ps2	0	0.997234031780643	0	0	0	0	0	0	0
Renbp	0	0.995270927896066	0	0	0	0	0	0	0
Cnpy2	0	0.993093716379113	0	0	0	0	0	0	0
Wdr53	0	0.992741415194531	0	0	0	0	0	0	0
Gm26532	0	0.991973499327311	0	0	0	0	0	0	0
Kif9	0	0.990687971803603	0	0	0	0	0	0	0
AI413582	0	0.988790479815892	0	0	0	0	0	0	0
Rhebl1	0	0.986664975350197	0	0	0	0	0	0	0
Cd302	0	0.985987313177178	0	0	0	0	0	0	0
Gm6136	0	0.985640780925285	0	0	0	0	0	0	0
Psma7	0	0.984668900697104	0	0	0	0	0	0	0
Rec8	0	0.984359937845497	0	0	0	0	0	0	0
Cebpzos	0	0.98382245884632	0	0	0	0	0	0	0
Mydgf	0	0.983119929596584	0	0	0	0	0	0	0
Ndufa5	0	0.982686682885514	0	0	0	0	0	0	0
Tmed3	0	0.98139861541126	0	0	0	0	0	0	0
Gm3511	0	0.979142144679138	0	0	0	0	0	0	0
Rtl5	0	0.978819169699441	0	0	0	0	0	0	0
4933439C10Rik	0	0.976857800867277	0	0	0	0	0	0	0
Timm8b	0	0.976613794053353	0	0	0	0	0	0	0
Fam83g	0	0.973723311920274	0	0	0	0	0	0	0
Dctpp1	0	0.973431943719417	0	0	0	0	0	0	0
Fam110a	0	0.972778841904453	0	0	0	0	0	0	0
Snhg6	0	0.969860978106524	0	0	0	0	0	0	0
Nudt14	0	0.96844204569528	0	0	0	0	0	0	0
Ldlr	0	0.967958184425661	0	0	0	0	0	0	0
Rilpl2	0	0.967545323041315	0	0	0	0	0	0	0
Srek1ip1	0	0.967219898681464	0	0	0	0	0	0	0
Ighv13-2	0	0.965663808860803	0	0	0	0	0	0	0
Galk1	0	0.965359773676594	0	0	0	0	0	0	0
Rpsa	0	0.965228112418595	0	0	0	0	0	0	0
Gm32220	0	0.962427594759133	0	0	0	0	0	0	0
Gcsh	0	0.95965028815753	0	0	0	0	0	0	0
E330020D12Rik	0	0.958517076118457	0	0	0	0	0	0	0
Rdm1	0	0.958267923776711	0	0	0	0	0	0	0
Mrps12	0	0.955857706794714	0	0	0	0	0	0	0
Ndufa7	0	0.952723580945623	0	0	0	0	0	0	0
Rpl9	0	0.95186680312695	0	0	0	0	0	0	0
Tmem147	0	0.951276311146532	0	0	0	0	0	0	0
Fcgrt	0	0.951021053460637	0	0	0	0	0	0	0
Rex1bd	0	0.946329758086145	0	0	0	0	0	0	0
Tbc1d24	0	0.94491714482588	0	0	0	0	0	0	0
1600002K03Rik	0	0.944725276977854	0	0	0	0	0	0	0
Ogfod2	0	0.944410634888462	0	0	0	0	0	0	0
Rps12	0	0.943737130255062	0	0	0	0	0	0	0
Ccl6	0	0.943117339892118	0	0	0	0	0	0	0
Plekhj1	0	0.942702714957733	0	0	0	0	0	0	0
Gmppa	0	0.940568163660543	0	0	0	0	0	0	0
Gng10	0	0.94035345417511	0	0	0	0	0	0	0
Dmwd	0	0.940271367451693	0	0	0	0	0	0	0
Rpl36a	0	0.93987702966147	0	0	0	0	0	0	0
Snta1	0	0.939310260575992	0	0	0	0	0	0	0
Rpl35a	0	0.938345754033329	0	0	0	0	0	0	0
Eri3	0	0.937155519782081	0	0	0	0	0	0	0
Atp5g1	0	0.937106284862484	0	0	0	0	0	0	0
Erp29	0	0.936112750336559	0	0	0	0	0	0	0
Zfyve21	0	0.935937885822352	0	0	0	0	0	0	0
Lamtor4	0	0.934548714545171	0	0	0	0	0	0	0
Cldn15	0	0.934460564712365	0	0	0	0	0	0	0
Malsu1	0	0.933598777042981	0	0	0	0	0	0	0
Pla2g15	0	0.932701723367963	0	0	0	0	0	0	0
Rpl14	0	0.932244480482914	0	0	0	0	0	0	0
Dnase2a	0	0.931552174590927	0	0	0	0	0	0	0
Dmac1	0	0.92951498049191	0	0	0	0	0	0	0
2310033P09Rik	0	0.929296506191039	0	0	0	0	0	0	0
Nupr1	0	0.927660135036039	0	0	0	0	0	0	0
Tep1	0	0.926835825356759	0	0	0	0	0	0	0
Npepl1	0	0.92651855050281	0	0	0	0	0	0	0
Rps26	0	0.924583751266741	0	0	0	0	0	0	0
Rassf7	0	0.923842030926336	0	0	0	0	0	0	0
Mcub	0	0.923091093025297	0	0	0	0	0	0	0
Abcb8	0	0.923028120456327	0	0	0	0	0	0	0
Gm12191	0	0.92100964189232	0	0	0	0	0	0	0
Rpl13	0	0.919709865020419	0	0	0	0	0	0	0
Pbx4	0	0.916520013693421	0	0	0	0	0	0	0
Arl2	0	0.915806644296365	0	0	0	0	0	0	0
Atp5mpl	0	0.915675436143396	0	0	0	0	0	0	0
Mrpl12	0	0.915136475804579	0	0	0	0	0	0	0
Snrpf	0	0.913926080212598	0	0	0	0	0	0	0
Tmem208	0	0.912844362028354	0	0	0	0	0	0	0
Tmem256	0	0.911818928453446	0	0	0	0	0	0	0
Rps27a	0	0.911363791241863	0	0	0	0	0	0	0
Snrnp27	0	0.911312873594365	0	0	0	0	0	0	0
Sag	0	0.91110288459834	0	0	0	0	0	0	0
Rpl22	0	0.910450367133686	0	0	0	0	0	0	0
Ctrl	0	0.909582096160079	0	0	0	0	0	0	0
Sirt4	0	0.909335795516237	0	0	0	0	0	0	0
Cd2	0	0.908541775656717	0	0	0	0	0	0	0
Tefm	0	0.907725497184893	0	0	0	0	0	0	0
Mrpl57	0	0.907432468638249	0	0	0	0	0	0	0
Fam162a	0	0.906709103374209	0	0	0	0	0	0	0
Pkdcc	0	0.906451821329962	0	0	0	0	0	0	0
Rps4l	0	0.905733247020112	0	0	0	0	0	0	0
Smim12	0	0.905323225191989	0	0	0	0	0	0	0
Them4	0	0.902553445879648	0	0	0	0	0	0	0
Gm45548	0	0.901972968099215	0	0	0	0	0	0	0
Bco2	0	0.898773030413409	0	0	0	0	0	0	0
Lmbr1	0	0.898169892863299	0	0	0	0	0	0	0
Apip	0	0.897312992083262	0	0	0	0	0	0	0
Atp5j2	0	0.896804910850183	0	0	0	0	0	0	0
Rps29	0	0.896550640046566	0	0	0	0	0	0	0
Mrpl17	0	0.896400502949681	0	0	0	0	0	0	0
Nudt2	0	0.895661461129529	0	0	0	0	0	0	0
9130401M01Rik	0	0.894630348057392	0	0	0	0	0	0	0
Cuedc2	0	0.894591306277658	0	0	0	0	0	0	0
9030025P20Rik	0	0.892644523534741	0	0	0	0	0	0	0
Josd2	0	0.892291551693796	0	0	0	0	0	0	0
Igsf8	0	0.890641282945406	0	0	0	0	0	0	0
A530010L16Rik	0	0.890517633832318	0	0	0	0	0	0	0
Acrbp	0	0.890424231846802	0	0	0	0	0	0	0
Tomm5	0	0.890331622069399	0	0	0	0	0	0	0
Ckap4	0	0.890243912699399	0	0	0	0	0	0	0
Sec61b	0	0.889957914037593	0	0	0	0	0	0	0
Acyp1	0	0.889540004007181	0	0	0	0	0	0	0
Rpl35	0	0.887890417210606	0	0	0	0	0	0	0
3110009E18Rik	0	0.887819920951052	0	0	0	0	0	0	0
Nudt1	0	0.885316178545374	0	0	0	0	0	0	0
Nucb2	0	0.884300192503827	0	0	0	0	0	0	0
Aldh3b1	0	0.884201445482467	0	0	0	0	0	0	0
Slc17a9	0	0.881635964129631	0	0	0	0	0	0	0
Zfp991	0	0.881475816931821	0	0	0	0	0	0	0
Gm17745	0	0.8802480812451	0	0	0	0	0	0	0
Rpl17	0	0.879176478214497	0	0	0	0	0	0	0
Timm10	0	0.878445152627231	0	0	0	0	0	0	0
Bst2	0	0.877511808518308	0	0	0	0	0	0	0
BC028528	0	0.87705280021101	0	0	0	0	0	0	0
Plaur	0	0.876054921807496	0	0	0	0	0	0	0
Clpp	0	0.875491417904058	0	0	0	0	0	0	0
Pcyox1l	0	0.874922709640566	0	0	0	0	0	0	0
Cisd3	0	0.874487897618267	0	0	0	0	0	0	0
Gpatch4	0	0.873877880473478	0	0	0	0	0	0	0
Kctd14	0	0.871779562378015	0	0	0	0	0	0	0
Pomk	0	0.871425607105999	0	0	0	0	0	0	0
Plod3	0	0.870919303167076	0	0	0	0	0	0	0
Rps24	0	0.870254168345354	0	0	0	0	0	0	0
2410015M20Rik	0	0.86981475098973	0	0	0	0	0	0	0
Rps28	0	0.868659948163259	0	0	0	0	0	0	0
Elp6	0	0.86810067398122	0	0	0	0	0	0	0
Pus1	0	0.867390553768589	0	0	0	0	0	0	0
Pwwp2b	0	0.866894161073322	0	0	0	0	0	0	0
Snrnp25	0	0.866570407660639	0	0	0	0	0	0	0
Pick1	0	0.86464324904033	0	0	0	0	0	0	0
Cebpa	0	0.86440825046154	0	0	0	0	0	0	0
Adprhl2	0	0.864317144274924	0	0	0	0	0	0	0
Cwf19l2	0	0.864066252710762	0	0	0	0	0	0	0
Rps9	0	0.862862523786145	0	0	0	0	0	0	0
Pmepa1	0	0.862448960984722	0	0	0	0	0	0	0
Pabpn1	0	0.861127488529666	0	0	0	0	0	0	0
Rpl18	0	0.861108980472039	0	0	0	0	0	0	0
Polr2h	0	0.861096647848142	0	0	0	0	0	0	0
Adgre1	0	0.859518681117388	0	0	0	0	0	0	0
Gm28875	0	0.858130323744379	0	0	0	0	0	0	0
Wdr83	0	0.857947437887829	0	0	0	0	0	0	0
H2-DMa	0	0.857885651854063	0	0	0	0	0	0	0
Rpl37	0	0.857220259365074	0	0	0	0	0	0	0
Isoc2b	0	0.857176647861389	0	0	0	0	0	0	0
Hepacam2	0	0.856555610604405	0	0	0	0	0	0	0
Snrpd1	0	0.853902152394419	0	0	0	0	0	0	0
Sh3tc1	0	0.85332289163347	0	0	0	0	0	0	0
