AL_TCDD_F_Bl_adt	BA_BPA10mg_F_Bl_adt	BA_BPA10ug_F_Bl_adt	BI_PM2.5_F_Bl_adt	DO_Pb_F_Bl_adt	DO_DEHP_F_Bl_adt	MU_PM2.5_F_Bl_adt	ZB_As_F_Bl_adt	WK_TBT_F_Bl_adt
Slc50a1	0	0.637948815091654	0	0	0	0	0	0	0
Rnpep	0	0.637421050255778	0	0	0	0	0	0	0
Snhg12	0	0.6367575491515	0	0	0	0	0	0	0
Gnb2	0	0.636564699914799	0	0	0	0	0	0	0
Tnfrsf13b	0	0.636448068368957	0	0	0	0	0	0	0
Psmb8	0	0.636021915700258	0	0	0	0	0	0	0
Cd86	0	0.634679312075922	0	0	0	0	0	0	0
Thoc2	0	0.634332205745911	0	0	0	0	0	0	0
Trappc2l	0	0.634253223994308	0	0	0	0	0	0	0
Pnkd	0	0.633654654529181	0	0	0	0	0	0	0
Rpl19	0	0.633571112944577	0	0	0	0	0	0	0
Rnf215	0	0.633380404427265	0	0	0	0	0	0	0
Ndufb5	0	0.633168175445845	0	0	0	0	0	0	0
Naca	0	0.632764742756035	0	0	0	0	0	0	0
Fam234a	0	0.63260072101737	0	0	0	0	0	0	0
Lypla2	0	0.632066505257796	0	0	0	0	0	0	0
Sdhaf1	0	0.631926518077189	0	0	0	0	0	0	0
Uqcrh	0	0.631817818685087	0	0	0	0	0	0	0
Mgat4b	0	0.631198986143517	0	0	0	0	0	0	0
Dctn3	0	0.63114061634294	0	0	0	0	0	0	0
Ppih	0	0.630811375506175	0	0	0	0	0	0	0
Pdap1	0	0.62921178084169	0	0	0	0	0	0	0
Mcrip1	0	0.629165340700589	0	0	0	0	0	0	0
Mrpl45	0	0.628903504419055	0	0	0	0	0	0	0
Dhx58	0	0.628179497247754	0	0	0	0	0	0	0
Polr2k	0	0.627884594293546	0	0	0	0	0	0	0
Rabep2	0	0.627835717176745	0	0	0	0	0	0	0
Mrpl36	0	0.627484066920354	0	0	0	0	0	0	0
Rrnad1	0	0.627052622885396	0	0	0	0	0	0	0
Eef1b2	0	0.626976841124567	0	0	0	0	0	0	0
Gpt	0	0.626940828984214	0	0	0	0	0	0	0
Rbks	0	0.626643547891787	0	0	0	0	0	0	0
0610012G03Rik	0	0.626450327215455	0	0	0	0	0	0	0
Gstm4	0	0.626001065634505	0	0	0	0	0	0	0
Get4	0	0.625982963311428	0	0	0	0	0	0	0
Sp140	0	0.625420308547753	0	0	0	0	0	0	0
Klf4	0	0.624630648042226	0	0	0	0	0	0	0
Sigirr	0	0.624269640352529	0	0	0	0	0	0	0
Tomm20	0	0.624076168405142	0	0	0	0	0	0	0
Trub2	0	0.623689621430085	0	0	0	0	0	0	0
Brk1	0	0.622484587011475	0	0	0	0	0	0	0
Slc8b1	0	0.622465813001875	0	0	0	0	0	0	0
Aldh16a1	0	0.622140817778537	0	0	0	0	0	0	0
Tbc1d7	0	0.621396468197513	0	0	0	0	0	0	0
Echs1	0	0.620175090148296	0	0	0	0	0	0	0
Rnaseh1	0	0.6200680372863	0	0	0	0	0	0	0
Tmem234	0	0.61993754175785	0	0	0	0	0	0	0
Gtf2h5	0	0.618909660068669	0	0	0	0	0	0	0
Ankrd37	0	0.618871791773587	0	0	0	0	0	0	0
Mrps11	0	0.618866242155884	0	0	0	0	0	0	0
Bscl2	0	0.618729888839644	0	0	0	0	0	0	0
Gngt2	0	0.618608112659317	0	0	0	0	0	0	0
Rabggtb	0	0.618242725862113	0	0	0	0	0	0	0
Rgl2	0	0.617340094235689	0	0	0	0	0	0	0
Rplp0	0	0.617327048047154	0	0	0	0	0	0	0
Fibp	0	0.616505616571638	0	0	0	0	0	0	0
Mrps7	0	0.616293769615554	0	0	0	0	0	0	0
Fam193b	0	0.615494568877277	0	0	0	0	0	0	0
C1qbp	0	0.61501401570911	0	0	0	0	0	0	0
Abhd17b	0	0.614603473564672	0	0	0	0	0	0	0
Dtd2	0	0.613999976924999	0	0	0	0	0	0	0
Cul9	0	0.613296403910509	0	0	0	0	0	0	0
Psme2	0	0.613077666404656	0	0	0	0	0	0	0
Eif5a	0	0.612914981387822	0	0	0	0	0	0	0
Naip5	0	0.612795715673949	0	0	0	0	0	0	0
Pcmtd1	0	0.61270656048017	0	0	0	0	0	0	0
Med28	0	0.61269902954684	0	0	0	0	0	0	0
Polr3h	0	0.612570320804988	0	0	0	0	0	0	0
Klhl36	0	0.612472035275474	0	0	0	0	0	0	0
Cisd1	0	0.611897779021135	0	0	0	0	0	0	0
Pmm1	0	0.611862099606928	0	0	0	0	0	0	0
Ctsl	0	0.611679174785689	0	0	0	0	0	0	0
Llph	0	0.611394522207417	0	0	0	0	0	0	0
Cyc1	0	0.611207107597181	0	0	0	0	0	0	0
Gfer	0	0.60881281684913	0	0	0	0	0	0	0
Tarbp2	0	0.60842399851026	0	0	0	0	0	0	0
Trnau1ap	0	0.608044473504235	0	0	0	0	0	0	0
Mrps26	0	0.607771193496631	0	0	0	0	0	0	0
Rpl28	0	0.607122296906697	0	0	0	0	0	0	0
Sf3b6	0	0.606383437484635	0	0	0	0	0	0	0
Nol12	0	0.606034676910648	0	0	0	0	0	0	0
2810025M15Rik	0	0.605596836523525	0	0	0	0	0	0	0
Pmvk	0	0.605563889534381	0	0	0	0	0	0	0
Emg1	0	0.605440614397699	0	0	0	0	0	0	0
Larp1	0	0.604602586370632	0	0	0	0	0	0	0
Eif3d	0	0.604523081865499	0	0	0	0	0	0	0
Snrnp70	0	0.604388642907406	0	0	0	0	0	0	0
Yeats4	0	0.604057148513202	0	0	0	0	0	0	0
Ap2s1	0	0.603891030676652	0	0	0	0	0	0	0
Prpf38b	0	0.60378911224261	0	0	0	0	0	0	0
Mettl23	0	0.603498881607738	0	0	0	0	0	0	0
Tmem199	0	0.6031425990534	0	0	0	0	0	0	0
Marc2	0	0.602863252499097	0	0	0	0	0	0	0
Haus7	0	0.602545151196551	0	0	0	0	0	0	0
Eif6	0	0.602353878688274	0	0	0	0	0	0	0
Coa6	0	0.600811312990803	0	0	0	0	0	0	0
Ppp1r37	0	0.600629508715436	0	0	0	0	0	0	0
Zpr1	0	0.60022243392974	0	0	0	0	0	0	0
Fcgr3	0	0.600145416920688	0	0	0	0	0	0	0
Nt5c	0	0.600142690223593	0	0	0	0	0	0	0
Tmem109	0	0.600025776681908	0	0	0	0	0	0	0
Pdia6	0	0.599691472408332	0	0	0	0	0	0	0
Phb2	0	0.599657243989873	0	0	0	0	0	0	0
Dph5	0	0.599554399521786	0	0	0	0	0	0	0
Polr3gl	0	0.599342302328802	0	0	0	0	0	0	0
Sf3b5	0	0.598954217601782	0	0	0	0	0	0	0
Spryd4	0	0.598504378417442	0	0	0	0	0	0	0
Zfp653	0	0.598404544668534	0	0	0	0	0	0	0
Aurkaip1	0	0.598145425037024	0	0	0	0	0	0	0
Nckipsd	0	0.597803022300269	0	0	0	0	0	0	0
Cox7a2l	0	0.597483548391223	0	0	0	0	0	0	0
Mvp	0	0.596641917829014	0	0	0	0	0	0	0
Ptrh2	0	0.595657780736847	0	0	0	0	0	0	0
Akt1s1	0	0.595476725917407	0	0	0	0	0	0	0
Rwdd1	0	0.595450105604494	0	0	0	0	0	0	0
Ddx41	0	0.594936942657046	0	0	0	0	0	0	0
Mvb12a	0	0.594659186231878	0	0	0	0	0	0	0
Snhg5	0	0.594329974493819	0	0	0	0	0	0	0
Akr1a1	0	0.594077869763222	0	0	0	0	0	0	0
Tmem259	0	0.59315135482707	0	0	0	0	0	0	0
Asnsd1	0	0.593087053249585	0	0	0	0	0	0	0
Mthfsd	0	0.59290704907889	0	0	0	0	0	0	0
Bud23	0	0.592322159609656	0	0	0	0	0	0	0
Eif3k	0	0.592223707306233	0	0	0	0	0	0	0
Prorsd1	0	0.592154232929214	0	0	0	0	0	0	0
Atp5g3	0	0.592111487147228	0	0	0	0	0	0	0
Tepsin	0	0.591929910914781	0	0	0	0	0	0	0
Gmds	0	0.591289662850391	0	0	0	0	0	0	0
Ergic3	0	0.590971369393334	0	0	0	0	0	0	0
Ddx55	0	0.590428349932336	0	0	0	0	0	0	0
Mpg	0	0.590095430774368	0	0	0	0	0	0	0
Trmt61a	0	0.589576055842033	0	0	0	0	0	0	0
Gm26740	0	0.58936787759899	0	0	0	0	0	0	0
Tmem101	0	0.58927054142969	0	0	0	0	0	0	0
Slc25a19	0	0.589161225501801	0	0	0	0	0	0	0
Anxa2	0	0.588180224543389	0	0	0	0	0	0	0
Mrps34	0	0.588060284412972	0	0	0	0	0	0	0
Lyrm1	0	0.587824106624099	0	0	0	0	0	0	0
Pold4	0	0.587702566239457	0	0	0	0	0	0	0
Wdr83os	0	0.587487194570468	0	0	0	0	0	0	0
Tprkb	0	0.587432896947158	0	0	0	0	0	0	0
Ccpg1os	0	0.586975599755935	0	0	0	0	0	0	0
Twnk	0	0.586964785273783	0	0	0	0	0	0	0
Pkp3	0	0.586669393502863	0	0	0	0	0	0	0
Vamp8	0	0.586650707437988	0	0	0	0	0	0	0
Eif3f	0	0.586481861171448	0	0	0	0	0	0	0
Dpm2	0	0.585923176994663	0	0	0	0	0	0	0
Isoc2a	0	0.58532392861584	0	0	0	0	0	0	0
Cish	1.53694828194181	0	0	0	0	0	0	0	0
Bub1	1.53157333286509	0	0	0	0	0	0	0	0
Chst2	1.53041101359037	0	0	0	0	0	0	0	0
Hmmr	1.44899593266741	0	0	0	0	0	0	0	0
Nuf2	1.44297158507874	0	0	0	0	0	0	0	0
Mxd3	1.34611048453142	0	0	0	0	0	0	0	0
Kif18b	1.34431701225462	0	0	0	0	0	0	0	0
Pif1	1.30515562394889	0	0	0	0	0	0	0	0
Ccnb1	1.26734632376929	0	0	0	0	0	0	0	0
Top2a	1.24199761610841	0	0	0	0	0	0	0	0
Strip2	1.20402266143592	0	0	0	0	0	0	0	0
Kif11	1.19877809763554	0	0	0	0	0	0	0	0
Kif4	1.17901026694602	0	0	0	0	0	0	0	0
Cenpf	1.15346728727577	0	0	0	0	0	0	0	0
Cxcl16	1.10010109961416	0	0	0	0	0	0	0	0
Stk32c	1.07861286479022	0	0	0	0	0	0	0	0
Stil	1.07833688700177	0	0	0	0	0	0	0	0
Pclaf	1.06921926336192	0	0	0	0	0	0	0	0
Cdca2	1.04997949899813	0	0	0	0	0	0	0	0
Plekhf1	1.04472540723241	0	0	0	0	0	0	0	0
Spag5	1.02890903244541	0	0	0	0	0	0	0	0
Foxm1	1.02602175673946	0	0	0	0	0	0	0	0
Cdc6	1.02385857367842	0	0	0	0	0	0	0	0
Anpep	1.02125368317146	0	0	0	0	0	0	0	0
Rgs1	0.995978731294325	0	0	0	0	0	0	0	0
Shcbp1	0.986374357597312	0	0	0	0	0	0	0	0
Tpx2	0.985007730751912	0	0	0	0	0	0	0	0
Prc1	0.981483131270093	0	0	0	0	0	0	0	0
Ncald	0.972713532325881	0	0	0	0	0	0	0	0
Ccr5	0.961815922241839	0	0	0	0	0	0	0	0
Avil	0.931250075294059	0	0	0	0	0	0	0	0
Ifng	0.907960084359537	0	0	0	0	0	0	0	0
Sept4	0.885883907795002	0	0	0	0	0	0	0	0
Amotl2	0.882429300993977	0	0	0	0	0	0	0	0
Rrm2	0.856572598844444	0	0	0	0	0	0	0	0
Cenpe	0.854393068188218	0	0	0	0	0	0	0	0
Ncaph	0.771278935999535	0	0	0	0	0	0	0	0
Nradd	0.746193018366763	0	0	0	0	0	0	0	0
Fgl2	0.692974082897699	0	0	0	0	0	0	0	0
Rad51	0.687617042064779	0	0	0	0	0	0	0	0
Rad54b	0.680749962227106	0	0	0	0	0	0	0	0
Arrdc4	0.675293229711958	0	0	0	0	0	0	0	0
Rexo5	0.663518986359884	0	0	0	0	0	0	0	0
Ulbp1	0.62225313756937	0	0	0	0	0	0	0	0
Chn2	0.608788411022397	0	0	0	0	0	0	0	0
Dab2ip	0.604654276717269	0	0	0	0	0	0	0	0
Zfp867	-0.608896515354943	0	0	0	0	0	0	0	0
Cacna1d	-0.666182307505371	0	0	0	0	0	0	0	0
Brdt	-0.865079746797093	0	0	0	0	0	0	0	0
Heg1	0	-0.585673770506067	0	0	0	0	0	0	0
Sirt1	0	-0.585788554773493	0	0	0	0	0	0	0
Lyst	0	-0.585980968709372	0	0	0	0	0	0	0
Sntb2	0	-0.586540523503836	0	0	0	0	0	0	0
Epm2aip1	0	-0.586729832204907	0	0	0	0	0	0	0
Klhl42	0	-0.586870848693146	0	0	0	0	0	0	0
Vps26b	0	-0.588072167049672	0	0	0	0	0	0	0
Msh6	0	-0.589375106293257	0	0	0	0	0	0	0
Tnpo1	0	-0.589604798791549	0	0	0	0	0	0	0
Acsl4	0	-0.590957266893957	0	0	0	0	0	0	0
Capza1	0	-0.591341502724001	0	0	0	0	0	0	0
Papolg	0	-0.591348831902739	0	0	0	0	0	0	0
Inpp5b	0	-0.591364509092124	0	0	0	0	0	0	0
Klhl7	0	-0.593761403084797	0	0	0	0	0	0	0
Pten	0	-0.59402463461043	0	0	0	0	0	0	0
1700001L05Rik	0	-0.594593284505458	0	0	0	0	0	0	0
Zfp748	0	-0.594684692936181	0	0	0	0	0	0	0
Kpna3	0	-0.595439416604798	0	0	0	0	0	0	0
Otud3	0	-0.595875664286013	0	0	0	0	0	0	0
Dcun1d4	0	-0.596823277335369	0	0	0	0	0	0	0
Trim33	0	-0.597575364277586	0	0	0	0	0	0	0
Camsap2	0	-0.598694219411709	0	0	0	0	0	0	0
Chml	0	-0.599239830635661	0	0	0	0	0	0	0
Sh2b3	0	-0.599734986413795	0	0	0	0	0	0	0
Shprh	0	-0.601119807627801	0	0	0	0	0	0	0
Spg11	0	-0.601910564421483	0	0	0	0	0	0	0
Irgm2	0	-0.604228196619371	0	0	0	0	0	0	0
Snx29	0	-0.605066226158066	0	0	0	0	0	0	0
Med23	0	-0.609008895660938	0	0	0	0	0	0	0
Mbp	0	-0.61005525014154	0	0	0	0	0	0	0
Csgalnact2	0	-0.610459677458289	0	0	0	0	0	0	0
Vps13a	0	-0.610731719916246	0	0	0	0	0	0	0
Tapt1	0	-0.612488824868691	0	0	0	0	0	0	0
Gpsm2	0	-0.614179706250071	0	0	0	0	0	0	0
Fryl	0	-0.614990765528558	0	0	0	0	0	0	0
Rnpc3	0	-0.615004948645207	0	0	0	0	0	0	0
Actg1	0	-0.615117231873913	0	0	0	0	0	0	0
Glipr1	0	-0.615530552601822	0	0	0	0	0	0	0
Pik3c2a	0	-0.615922314274532	0	0	0	0	0	0	0
Map4k3	0	-0.616702442640798	0	0	0	0	0	0	0
Zfp790	0	-0.618004641928088	0	0	0	0	0	0	0
Rps6ka3	0	-0.618469134852951	0	0	0	0	0	0	0
Zbtb37	0	-0.619229057016084	0	0	0	0	0	0	0
Crkl	0	-0.619266854570836	0	0	0	0	0	0	0
Magi3	0	-0.620770637844894	0	0	0	0	0	0	0
Lcorl	0	-0.620831499213433	0	0	0	0	0	0	0
Nabp1	0	-0.621203703391355	0	0	0	0	0	0	0
Atf2	0	-0.62192475968519	0	0	0	0	0	0	0
Tlr4	0	-0.62253914596671	0	0	0	0	0	0	0
Tstd2	0	-0.623684076290138	0	0	0	0	0	0	0
Rfx3	0	-0.624700869267502	0	0	0	0	0	0	0
Arap2	0	-0.625545269821501	0	0	0	0	0	0	0
Wdr48	0	-0.626165762135521	0	0	0	0	0	0	0
Ncoa1	0	-0.626728318056398	0	0	0	0	0	0	0
Mier3	0	-0.627736577787084	0	0	0	0	0	0	0
Mtmr12	0	-0.627850314404521	0	0	0	0	0	0	0
Fam126b	0	-0.628687924570666	0	0	0	0	0	0	0
Tceanc	0	-0.630082320142601	0	0	0	0	0	0	0
Rnf149	0	-0.630987632407176	0	0	0	0	0	0	0
Zfp97	0	-0.631485355515083	0	0	0	0	0	0	0
Arih1	0	-0.632765527293517	0	0	0	0	0	0	0
Tbc1d15	0	-0.63287432545946	0	0	0	0	0	0	0
Cdc27	0	-0.632920618434144	0	0	0	0	0	0	0
Stag2	0	-0.633104406063773	0	0	0	0	0	0	0
Gm16675	0	-0.633138883422412	0	0	0	0	0	0	0
Akap11	0	-0.633489966884684	0	0	0	0	0	0	0
Elmod2	0	-0.633692076989501	0	0	0	0	0	0	0
Parp8	0	-0.634335047132894	0	0	0	0	0	0	0
Dennd5a	0	-0.636173053602082	0	0	0	0	0	0	0
Trim36	0	-0.637241111739101	0	0	0	0	0	0	0
Foxj3	0	-0.638512474580107	0	0	0	0	0	0	0
Lnpep	0	-0.63859110418522	0	0	0	0	0	0	0
Wrn	0	-0.639186316701625	0	0	0	0	0	0	0
Piga	0	-0.640404849465558	0	0	0	0	0	0	0
Dock9	0	-0.64095772066332	0	0	0	0	0	0	0
Zyg11b	0	-0.641157455676911	0	0	0	0	0	0	0
Rcbtb2	0	-0.642290191837458	0	0	0	0	0	0	0
Notch1	0	-0.643905399203074	0	0	0	0	0	0	0
Fntb	0	-0.644270602016558	0	0	0	0	0	0	0
Wipf1	0	-0.644297692433807	0	0	0	0	0	0	0
Rttn	0	-0.645536710689638	0	0	0	0	0	0	0
Zfp275	0	-0.645678081095645	0	0	0	0	0	0	0
Gsr	0	-0.645981069429326	0	0	0	0	0	0	0
Tada1	0	-0.646887039560102	0	0	0	0	0	0	0
Abhd1	0	-0.646894270185444	0	0	0	0	0	0	0
Cyth3	0	-0.648790116220598	0	0	0	0	0	0	0
Mbtps2	0	-0.650228782388167	0	0	0	0	0	0	0
Acvr2a	0	-0.650235143317276	0	0	0	0	0	0	0
Tada2b	0	-0.650248639990323	0	0	0	0	0	0	0
Srsf4	0	-0.651869212305599	0	0	0	0	0	0	0
Cdkn2aip	0	-0.652157917217775	0	0	0	0	0	0	0
Zfp800	0	-0.652232363994415	0	0	0	0	0	0	0
Tlr13	0	-0.654809824256594	0	0	0	0	0	0	0
Zfp760	0	-0.654970742259244	0	0	0	0	0	0	0
Ugt1a7c	0	-0.655040457076638	0	0	0	0	0	0	0
Sh2d1b1	0	-0.655917282091038	0	0	0	0	0	0	0
Gpr65	0	-0.657315789563211	0	0	0	0	0	0	0
Rnf2	0	-0.657507590826303	0	0	0	0	0	0	0
Ctdspl2	0	-0.657594065781234	0	0	0	0	0	0	0
Plk4	0	-0.657594434626698	0	0	0	0	0	0	0
Ubr5	0	-0.658091349476399	0	0	0	0	0	0	0
Taf4b	0	-0.65825941948944	0	0	0	0	0	0	0
Rasgrp3	0	-0.65918124677949	0	0	0	0	0	0	0
Pex1	0	-0.659844216907679	0	0	0	0	0	0	0
Ric1	0	-0.659963305404875	0	0	0	0	0	0	0
Nfatc2	0	-0.660676154850586	0	0	0	0	0	0	0
Cnksr3	0	-0.661320259341572	0	0	0	0	0	0	0
Arhgap21	0	-0.66280660666736	0	0	0	0	0	0	0
Cyb5d1	0	-0.663255845057461	0	0	0	0	0	0	0
Slc9a9	0	-0.663570481389864	0	0	0	0	0	0	0
Zfyve16	0	-0.663892914178964	0	0	0	0	0	0	0
Flt1	0	-0.665401069811383	0	0	0	0	0	0	0
Cyb5r4	0	-0.66550928471724	0	0	0	0	0	0	0
Ids	0	-0.666037659281033	0	0	0	0	0	0	0
Vav3	0	-0.666078910569265	0	0	0	0	0	0	0
Cracr2a	0	-0.669345204104597	0	0	0	0	0	0	0
Gm2682	0	-0.669363366560329	0	0	0	0	0	0	0
Ugcg	0	-0.67047773098303	0	0	0	0	0	0	0
Cstf2	0	-0.671802587127873	0	0	0	0	0	0	0
Ostm1	0	-0.671962962639344	0	0	0	0	0	0	0
Slc2a9	0	-0.672307057248256	0	0	0	0	0	0	0
Abcg2	0	-0.672852834979908	0	0	0	0	0	0	0
Ptprc	0	-0.672931564627895	0	0	0	0	0	0	0
Zfp608	0	-0.673088698697061	0	0	0	0	0	0	0
Cpeb2	0	-0.674223155336072	0	0	0	0	0	0	0
Zfp869	0	-0.674572838154784	0	0	0	0	0	0	0
Arel1	0	-0.675251380167328	0	0	0	0	0	0	0
St8sia4	0	-0.676034436956134	0	0	0	0	0	0	0
Braf	0	-0.676377169391681	0	0	0	0	0	0	0
Gm42547	0	-0.678402854378471	0	0	0	0	0	0	0
Chp1	0	-0.679618227089478	0	0	0	0	0	0	0
Cry1	0	-0.680616893667275	0	0	0	0	0	0	0
Mphosph9	0	-0.680864729471829	0	0	0	0	0	0	0
Cercam	0	-0.680880769724606	0	0	0	0	0	0	0
Ddx59	0	-0.682288309214336	0	0	0	0	0	0	0
Polq	0	-0.682562304048698	0	0	0	0	0	0	0
Sp3	0	-0.682942546866884	0	0	0	0	0	0	0
Mospd1	0	-0.683829536921848	0	0	0	0	0	0	0
Klhl28	0	-0.68390917651469	0	0	0	0	0	0	0
Tgfbr1	0	-0.684492409145597	0	0	0	0	0	0	0
Kcnq5	0	-0.687750034726514	0	0	0	0	0	0	0
Fen1	0	-0.688367422549592	0	0	0	0	0	0	0
Ccp110	0	-0.688640239112131	0	0	0	0	0	0	0
Abcg1	0	-0.689569771759096	0	0	0	0	0	0	0
Zfp236	0	-0.689800101304549	0	0	0	0	0	0	0
Tnfrsf9	0	-0.689960405874154	0	0	0	0	0	0	0
Tln1	0	-0.69282750121044	0	0	0	0	0	0	0
Zfp597	0	-0.693033529774494	0	0	0	0	0	0	0
Afap1	0	-0.693142254464026	0	0	0	0	0	0	0
Wac	0	-0.695211986404934	0	0	0	0	0	0	0
Patj	0	-0.698093235488991	0	0	0	0	0	0	0
Ptp4a1	0	-0.699965257134976	0	0	0	0	0	0	0
Skil	0	-0.705832812418652	0	0	0	0	0	0	0
Smg1	0	-0.705845230935749	0	0	0	0	0	0	0
Sos2	0	-0.707002829581305	0	0	0	0	0	0	0
Rnf139	0	-0.708442339884999	0	0	0	0	0	0	0
Myh9	0	-0.70856548462104	0	0	0	0	0	0	0
Igsf6	0	-0.70890114216887	0	0	0	0	0	0	0
Ppip5k2	0	-0.712679170779216	0	0	0	0	0	0	0
Smad7	0	-0.713182635194515	0	0	0	0	0	0	0
Igf2r	0	-0.713583053382075	0	0	0	0	0	0	0
Pias2	0	-0.713753921567926	0	0	0	0	0	0	0
Map3k2	0	-0.715897951069355	0	0	0	0	0	0	0
Pggt1b	0	-0.716741832754958	0	0	0	0	0	0	0
Atp8b4	0	-0.717113752852735	0	0	0	0	0	0	0
Fanci	0	-0.71717565538845	0	0	0	0	0	0	0
Cenpj	0	-0.720744273309516	0	0	0	0	0	0	0
Cbll1	0	-0.720998526412465	0	0	0	0	0	0	0
Map7	0	-0.721071663836331	0	0	0	0	0	0	0
Zfp280d	0	-0.721077116270743	0	0	0	0	0	0	0
Cdc14a	0	-0.72112851700243	0	0	0	0	0	0	0
Hectd2	0	-0.722796454827179	0	0	0	0	0	0	0
Pdzd8	0	-0.724150884233625	0	0	0	0	0	0	0
Pfkfb2	0	-0.724782648127425	0	0	0	0	0	0	0
Mbd2	0	-0.726300972770777	0	0	0	0	0	0	0
Rgs3	0	-0.726431295107485	0	0	0	0	0	0	0
Orc4	0	-0.726795912613593	0	0	0	0	0	0	0
Heatr5b	0	-0.728131348138827	0	0	0	0	0	0	0
Zfp518a	0	-0.72983820565582	0	0	0	0	0	0	0
Satb1	0	-0.732382438227574	0	0	0	0	0	0	0
Plcxd2	0	-0.73271177090471	0	0	0	0	0	0	0
Nr4a1	0	-0.735546766418316	0	0	0	0	0	0	0
Zfp729a	0	-0.735951061366313	0	0	0	0	0	0	0
Errfi1	0	-0.736731954577859	0	0	0	0	0	0	0
Card6	0	-0.73702201515522	0	0	0	0	0	0	0
Gdf11	0	-0.737485773436543	0	0	0	0	0	0	0
Stk4	0	-0.738450120407518	0	0	0	0	0	0	0
Tnks	0	-0.739974705660306	0	0	0	0	0	0	0
Ralgps1	0	-0.741316167927934	0	0	0	0	0	0	0
Ncapg2	0	-0.741938308787458	0	0	0	0	0	0	0
Zfp109	0	-0.74213524860955	0	0	0	0	0	0	0
Tbc1d8b	0	-0.746291213735617	0	0	0	0	0	0	0
Pptc7	0	-0.747089085896272	0	0	0	0	0	0	0
Med13	0	-0.747870342783705	0	0	0	0	0	0	0
Pitpnm2	0	-0.747881229699393	0	0	0	0	0	0	0
Acss2	0	-0.74798105929928	0	0	0	0	0	0	0
Ifi213	0	-0.748387685823436	0	0	0	0	0	0	0
Gm8822	0	-0.750674464462022	0	0	0	0	0	0	0
Azin1	0	-0.752285953994283	0	0	0	0	0	0	0
Rbl2	0	-0.752527141527025	0	0	0	0	0	0	0
Sp4	0	-0.753464150791087	0	0	0	0	0	0	0
Zc3hav1l	0	-0.754181103698446	0	0	0	0	0	0	0
Syap1	0	-0.754211590198269	0	0	0	0	0	0	0
Atp11a	0	-0.754448951962885	0	0	0	0	0	0	0
Zfp62	0	-0.754932712708641	0	0	0	0	0	0	0
Ints6	0	-0.756110724462937	0	0	0	0	0	0	0
Togaram1	0	-0.75640783059504	0	0	0	0	0	0	0
Cdk17	0	-0.756681909932991	0	0	0	0	0	0	0
Golm1	0	-0.756824183010575	0	0	0	0	0	0	0
Ttc39b	0	-0.757853383625858	0	0	0	0	0	0	0
Ccng2	0	-0.757887336793061	0	0	0	0	0	0	0
Lrrk2	0	-0.760146671118633	0	0	0	0	0	0	0
Dock11	0	-0.761242551102876	0	0	0	0	0	0	0
Gm14326	0	-0.762222710195389	0	0	0	0	0	0	0
Zfp280b	0	-0.763689842800573	0	0	0	0	0	0	0
Nedd4	0	-0.764038381543161	0	0	0	0	0	0	0
Cep350	0	-0.765225489850955	0	0	0	0	0	0	0
Jak1	0	-0.765729329171064	0	0	0	0	0	0	0
Slc39a10	0	-0.767130433236807	0	0	0	0	0	0	0
Oxr1	0	-0.767194943342391	0	0	0	0	0	0	0
Cd200	0	-0.769150921082023	0	0	0	0	0	0	0
Npat	0	-0.77088973319887	0	0	0	0	0	0	0
Sesn3	0	-0.771438632078816	0	0	0	0	0	0	0
Nlrc3	0	-0.773566030467882	0	0	0	0	0	0	0
Mast4	0	-0.77438622186743	0	0	0	0	0	0	0
AW011738	0	-0.774622767879373	0	0	0	0	0	0	0
Rev1	0	-0.776573380590881	0	0	0	0	0	0	0
Tbc1d16	0	-0.77680084896785	0	0	0	0	0	0	0
Usp32	0	-0.776850413353567	0	0	0	0	0	0	0
Rab11fip1	0	-0.776913171244809	0	0	0	0	0	0	0
Zfp874a	0	-0.778340550400678	0	0	0	0	0	0	0
Pogk	0	-0.781293202031685	0	0	0	0	0	0	0
Cd3e	0	-0.781919477077602	0	0	0	0	0	0	0
Slc25a35	0	-0.782201494179217	0	0	0	0	0	0	0
Ccnyl1	0	-0.784108587557793	0	0	0	0	0	0	0
Nbeal1	0	-0.78453829813802	0	0	0	0	0	0	0
Atg9a	0	-0.785155890599761	0	0	0	0	0	0	0
Strn	0	-0.785670047830066	0	0	0	0	0	0	0
Apc	0	-0.785785995797428	0	0	0	0	0	0	0
Ipcef1	0	-0.78612060554957	0	0	0	0	0	0	0
Cnr2	0	-0.786402247978909	0	0	0	0	0	0	0
Pigh	0	-0.787298570975763	0	0	0	0	0	0	0
Ranbp2	0	-0.789213122915978	0	0	0	0	0	0	0
Vps54	0	-0.791366769818092	0	0	0	0	0	0	0
Zfp507	0	-0.792146157650259	0	0	0	0	0	0	0
Golph3	0	-0.793718733472259	0	0	0	0	0	0	0
Kcna2	0	-0.794582226886718	0	0	0	0	0	0	0
Padi2	0	-0.797447534731408	0	0	0	0	0	0	0
Ceacam1	0	-0.799566402473709	0	0	0	0	0	0	0
Atp13a3	0	-0.800361564990804	0	0	0	0	0	0	0
Txk	0	-0.80123647658617	0	0	0	0	0	0	0
Zfp51	0	-0.803105202356582	0	0	0	0	0	0	0
Frmd6	0	-0.805153255025384	0	0	0	0	0	0	0
Unkl	0	-0.810355009829915	0	0	0	0	0	0	0
Zfp54	0	-0.81290665296151	0	0	0	0	0	0	0
