C1	C2	C3	C4	C5	C6	C7	C8	C9	Tested_in_clustering	Cluster_control	Cluster_Exposure_P	Cluster_Exposure_Final
Mlst8	5.83291623266651	32.7545989792256	26.1566956191108	12.4131628831761	28.213935455843	15.6345100940764	30.697366361291	8.00671506050616	15.1681912781535	100	1	1	1
Mlx	7.35576446668985	37.6949966416296	35.6932468381525	7.42718692322491	18.2552872204399	23.8926905218397	28.8810250461963	12.0075483543721	17.9210306978941	100	4	4	4
Mlxip	6.73412713420057	30.1240213075273	18.9768451153775	18.94528111383	38.4126172658361	8.98889932949412	34.0735347219657	5.87736021594437	14.5104549055007	100	6	8	8
Mlxipl	9.95169592701482	21.1686943172506	15.9228511421656	12.2347096489385	22.9115157790177	10.8072902614865	21.355771482595	8.67393295019393	9.90714502984439	100	3	8	9
Mlycd	9.00942291932278	20.3320298791149	8.58838999681678	20.3324781576664	37.9512550760887	3.03389050510144	28.4838379792152	5.33717858954589	10.5822162335654	100	9	6	6
Mmaa	22.1870622880402	15.6610100578721	16.8369228502972	13.4026832647069	9.37864255555546	17.6265222304843	11.0227151877145	18.8966331922212	11.3046219355076	100	7	7	7
Mmab	11.0820534748164	27.3301892423522	24.9350136318372	9.40174952238342	14.6011352526196	16.9134867273372	20.918121343079	11.2554924956635	12.7247731841243	100	6	4	4
Mmachc	2.8702346556908	22.2068889028659	13.5045414300162	12.6558498058819	29.2420014545334	5.430102848875	24.9616179987201	2.39463312632577	8.71758897171865	100	6	8	8
Mmadhc	7.61884519186415	33.9444829607535	30.6993943525868	8.8684296142709	20.2929361090392	20.2335670503625	27.5818673314796	10.7362399937025	15.8196772202665	100	1	1	1
Mmd	12.5164189247259	15.3118198270185	9.87072986976571	13.7852086314108	21.3555160596823	6.85218463077028	17.1416723508357	8.69127329823607	7.49332553759917	100	7	6	9
Mmd2	3.28436710851351	31.3335957526227	21.2801458135923	15.3555085404396	34.66994609986	10.1297624471763	32.7815830019039	4.20773770654371	13.4585461517548	100	1	1	1
Mme	31.9770149855696	8.67706726490039	10.6001203102906	20.8475682080953	13.0404403387032	17.8912923888497	7.72503536402284	25.1332920177522	11.4686185198264	100	7	7	7
Mmgt1	28.7003444718113	6.78411802820245	7.76036553912529	18.9109412786131	13.5013087744444	14.7628508563098	7.2488723457552	22.1283046233972	9.43877702575844	100	2	2	2
Mmgt2	7.83617839406915	31.6116111503923	27.3958208557615	9.5456705251315	21.4806264202472	17.6459974409155	26.7122854276042	9.66482861433883	13.8963172190474	100	8	1	1
Mmp11	6.01746015010674	32.222397555301	27.9653849381631	8.73872494172474	20.7215645136247	17.2883763774332	26.7978231984684	8.43256938393531	14.0018520747698	100	1	1	1
Mmp12	17.1383886068319	11.8460212160396	5.42221010838181	17.8599330651254	25.9113159348611	6.9750347985995	17.3897167637345	12.0451664252388	7.53245143779151	100	9	3	3
Mmp14	3.53050090043782	32.0455045599633	21.2694293258064	16.8348988986649	36.7131521793122	9.50948783202045	34.0432154558722	3.93375104434588	13.9699465567215	100	1	1	1
Mmp15	25.7286286332755	7.33398750941796	4.77602737347714	20.2069300886418	21.2007806319951	11.6939167360462	12.0469975801087	19.3807339561773	8.90393579021248	100	2	3	3
Mmp19	4.21688781376176	22.2632176528225	11.2251361709192	16.7124517322054	35.5033365975332	3.51233890643684	28.3039171504116	2.53183557343119	10.0477900168151	100	6	8	8
Mmp2	5.33948634846623	28.8658481368635	15.8310682028528	21.1409471115124	42.4603512304437	5.42656970875748	35.1817390136731	3.66322635015173	14.0091562264098	100	1	8	8
Mmp23	11.7166746822827	17.2810222280058	9.29371249780188	15.9651432921902	28.0510287415482	6.14265865487347	21.7059493358471	8.08861190694604	8.17142836051976	100	1	6	6
Mmrn1	8.6119233797212	22.7295502467306	13.6373220959216	16.3697130438434	31.320991959752	7.08545507569763	26.0751314903598	6.31676535537028	9.9978628617013	100	9	8	6
Mmrn2	4.12541599334253	30.9735103256724	21.4839822359354	15.4566246574031	33.9801410263689	10.5021837856001	32.3270236827527	4.8428742009403	13.9723833588895	100	8	8	8
Mms19	9.84783541045049	19.8976185194896	15.3765866671701	10.01391409756	19.6025961053885	10.6326103983401	19.0850173720374	8.34985916274301	8.02658988353707	100	6	9	9
Mms22l	3.30374897621759	31.6286957281244	21.3683979601398	15.6638407140135	35.371203514327	10.3112166473389	33.4521718479249	4.32113541451629	13.912040925207	100	1	1	1
Mn1	22.8470036670925	9.4362645219069	9.43300147723113	14.8310576321205	12.375518386061	13.2806986700615	8.86556843661351	17.7954020372291	8.24833466641041	100	2	2	2
Mnat1	7.25072585050882	22.8533026943996	21.6959044533287	4.90314018355573	11.0211251014231	14.3863982813104	16.869479548602	8.27831895592579	9.69172393462016	100	1	4	4
Mnd1	8.69401079786749	22.0331550915135	17.1657114071889	11.1775233919558	22.1073902109542	11.4948837962872	21.5772493377677	8.32285964797573	10.3759960342395	100	9	8	9
Mndal	2.89424212585869	33.2701641625375	24.3168547931109	13.5759235442204	32.2419342075798	12.562205339327	32.7551006914681	4.81533055126943	14.005534834649	100	1	1	1
Mnt	12.433258100359	17.3538785979714	11.4137901906307	13.8141775553164	23.5345804781283	8.67742678898181	19.2976334306332	9.33632625684354	7.81185905964813	100	9	9	9
Mob1a	19.3273599629964	14.476014041154	11.9160056986746	15.0143969000997	18.8594593792231	13.3891720940169	15.3964303083645	15.6742604436108	9.53538150486275	100	9	9	9
Mob1b	25.2321038819524	9.35079175836615	8.27275632209252	18.109260384284	17.1455707267273	13.3587967030944	10.7984603488744	19.3537281041988	8.93027080757687	100	2	2	2
Mob2	15.605349131118	13.3335893072313	5.58083903021556	18.580089117042	28.7318598979004	5.99126096874668	19.9127834610841	10.7002509301053	8.18865197036649	100	3	3	3
Mob3a	9.67079365415244	28.293831672228	25.5887614438668	9.15293373717514	18.8058154092251	18.0850165807321	23.5713006022179	11.3918356978139	13.5146755115348	100	6	4	4
Mob3b	16.8408208184424	11.7352106884512	4.5605516011978	18.756425709611	27.8306334348205	6.26247344378377	18.5207004648917	11.7060677152882	7.95575707207907	100	3	3	3
Mob3c	10.6376101713055	30.3909077506393	28.5981324425213	8.89341916545885	16.4875888103879	20.2590821919131	23.6455267099054	12.6050727908306	14.8315196981825	100	9	4	4
Mob4	8.14560941924518	24.012021024909	19.7213540837349	9.51139443293665	20.4408949844545	12.7750096517499	21.9047246962858	8.33688660058172	10.5727806778512	100	9	1	1
Mocos	29.5524973905674	7.18012070265516	7.5743683770598	20.2929268783216	15.5649031557287	15.0588384599042	8.4902112967729	22.8234012810888	10.0203729433238	100	2	2	2
Mocs1	11.4928803652388	17.6796516474291	10.6900027217733	15.6106977410684	26.7141464096261	6.67935640151231	21.2085733816695	8.05987228306754	9.02708005466845	100	9	6	6
Mocs2	5.0673742997305	32.1414963937768	19.9036135025606	20.2276466842542	41.220848741625	8.22000152010571	36.3660600171574	4.40019027443988	15.2771132796942	100	4	8	8
Mocs3	4.37883101237051	32.889846412355	24.7527505010584	13.0810033341948	30.7944448902932	13.5451905170234	31.9077459542064	6.09837769017963	14.2308080383507	100	9	1	1
Mogs	12.2277484590683	16.2116919005144	7.27464841244344	17.9872427066193	30.8332438511362	4.86721013236249	22.4423170815085	8.03542338780673	8.40677040409433	100	6	6	6
Mon1a	16.7469186532306	12.2170204087127	4.91420508412444	18.8436923954641	28.109624276843	6.26570771597237	18.8181629213588	11.620506235123	8.00459703788283	100	3	3	3
Mon1b	15.0629889359684	8.61036502102795	4.98804733018691	12.6181308272424	17.6401879402422	6.67755296397414	11.6701408277768	10.688446889607	5.17003440437033	100	2	3	3
Mon2	28.6478297150375	7.42909059661196	8.08606462139812	19.1656127509709	14.555158833512	15.1007403255832	8.28273615469289	22.1801074621133	9.75360163611574	100	2	2	2
Morc2a	4.15863640471302	26.6252790639579	15.0897061141191	17.9126062584471	37.717948246476	5.43805051964831	31.5469791154369	3.0715042431911	11.9941009997462	100	8	8	8
Morc3	11.5651920589633	24.1881436148952	16.994022496032	15.4117048716192	28.4358819422111	11.6282324054217	25.9879379544218	10.0720233603448	11.9982044960759	100	9	9	9
Morc4	3.18712588626654	34.5972548283414	26.639079123872	12.2211224193017	30.4033736677973	14.9122318754593	32.7351520740289	5.96884815480374	14.6971372283442	100	1	1	1
Morf4l1	4.5922979511312	37.1329743853601	30.7944900040926	11.3466143701745	28.4529631974593	18.997207125173	33.3335889402935	8.59030710999371	16.7791821160511	100	1	1	1
Morf4l2	6.98271838663542	25.399322147423	15.2722813424826	17.5906756597762	35.5252143834697	7.52611302824584	30.2192321572586	5.87151703783237	12.815572761379	100	6	8	8
Morn1	10.5390465223929	27.7781106758744	21.6557832399984	14.8133158971687	26.5665102831051	14.0801188188859	26.7694969894877	10.2389248254137	13.8322922474521	100	8	8	8
Morn2	23.6290240221288	17.7456152603788	19.1305487816099	14.2561236358533	9.03425616222352	19.3640488530047	11.7204674299804	20.0762215446693	12.028566100998	100	5	5	5
Mosmo	13.4734653381761	18.3907283228247	11.3014730862052	16.3501027589324	27.387426530834	8.66236928137063	21.8795202098781	10.1568343672389	9.37949923839192	100	9	9	9
Mospd1	7.4484385079019	19.4197132319162	9.60113420836944	16.2199461794604	32.3491290904933	4.22408200085453	25.3925496826392	4.81676263491713	9.12235814723281	100	8	8	8
Mospd2	12.9016213575145	30.2725148727663	30.620697305805	7.20727388502238	9.15767633789483	22.3524283913976	20.1104225333062	14.5194535840054	14.8828214658471	100	5	4	4
Mospd3	5.78786839132566	26.9304588258394	14.9479674709136	19.6388879629339	39.6190471794353	5.73493563378594	32.8559340985343	4.19473759089722	13.1016219778125	100	8	8	8
Mov10	17.2069086374543	15.74380134824	11.2084268914572	15.8150205477709	21.7559702939963	11.0138781917805	17.5005072595624	13.4729734543259	9.33296278668338	100	8	9	9
Moxd1	12.7598446356269	18.6509126135373	15.4295039477233	10.4280068743642	15.9975010811029	11.4470868454191	16.1761249582441	10.1808620025824	7.64608966637164	100	9	9	9
Mpc1	4.09308036227111	28.6332354242687	16.5083674705239	19.0129428324019	39.5698616255499	5.85674453266835	33.481114332047	3.01556992871895	12.9719978058146	100	4	8	8
Mpc1-ps	5.66708082309824	29.2260752445865	18.8277687569662	17.8676764682578	36.266394024057	8.19358035916993	32.153922535826	4.76718140196987	13.4900433875997	100	4	8	8
Mpc2	6.30885600886021	39.4378289865033	34.3385838798978	10.7342653416823	26.9292055085913	22.3814173404013	33.9986081223954	10.93371479951	18.5028910755957	100	4	1	1
Mpdu1	7.88500603924023	26.5547338853652	20.750809429446	12.1767272152901	24.0093110347303	12.2103639520083	25.1916745934767	7.83241236574562	12.6143774236468	100	1	1	1
Mpdz	25.1541079160761	8.18371436280536	8.80655475137632	16.1631677034505	11.6462961988341	13.9131946789956	7.59158112952358	19.5302899326773	8.67257518978591	100	7	7	7
Mpeg1	20.7788558297097	7.95437753258697	5.26341840030589	16.0338551275707	18.2311595850923	9.44728514947934	11.0502220916594	15.2624649021917	6.67845143914049	100	3	3	3
Mpg	11.5067210553237	30.9157791972836	30.3004119380035	7.73693156716922	13.469530612361	21.7603001444832	22.4268599136506	13.5298364479605	14.9928497449282	100	4	4	4
Mphosph10	4.61521795256068	33.1720292893376	25.2170903705081	13.2835723480028	30.8930936182583	14.2989394883472	32.1402824803554	6.73406420963178	14.7029431906752	100	6	1	1
Mphosph6	5.64427514082452	29.7401865856803	21.6711646886341	13.4432089180624	30.1447372134579	11.7458292357003	29.761070125502	6.1768651916973	12.8930194313892	100	1	1	1
Mphosph8	6.87695377045682	25.6355021004085	20.2838667710995	9.70629139822001	21.9730364025791	12.0330486213168	23.4188285111437	6.83283493139351	10.0238452537705	100	9	8	8
Mphosph9	7.91586400647588	30.2805155161042	24.1625549309953	12.9015211611745	26.5840848153702	15.0213361883007	28.6227530103011	9.05079870042987	14.7329068877935	100	9	1	1
Mpi	4.95882921010956	20.1009115088045	13.4289469856456	11.1265674711444	24.6319217069494	6.86172337703865	21.6825351327976	4.30978886168619	8.37098317933355	100	6	8	1
Mplkip	8.56397019877866	29.3918908231759	23.2004982305007	12.8128961228439	25.3419765387379	14.150710685124	27.3388611547756	8.87279912933081	13.5170704087503	100	5	1	1
Mpnd	28.0197713773612	7.34245792722424	7.2842064886107	19.5080922518614	15.8657147820697	14.257949656614	8.99564601449264	21.566530766126	9.61721384742463	100	3	3	3
Mpp1	3.20259232199758	29.1337019802369	18.1667635941315	16.6587813802553	36.2462228070056	7.2347285199867	32.1158114879632	2.88693814264317	12.3480858542536	100	1	1	1
Mpp4	16.2545030347075	15.4704872733401	12.094627135404	13.724993103391	17.304134583631	10.6746006296866	14.8987071352557	12.3613922192826	8.11592123076136	100	9	9	9
Mpp5	24.2757534552244	11.7341998913285	12.5098144464375	15.2451952514224	11.3812921061682	15.4685810186771	9.21273505155387	19.1768164457915	9.26553825417353	100	2	7	7
Mpp6	14.1126551463085	23.9780123207447	22.7124906422946	9.73405915604469	13.6047343350502	17.4834256687186	18.3717863504487	13.6225567490552	11.9235960492193	100	9	4	4
Mpp7	20.7091634736302	14.2677454259709	14.0968032974041	13.5261552536517	10.9097707766351	14.531308716074	10.7078047335661	16.4556440406183	8.95466707285641	100	9	9	9
Mppe1	7.50685470032684	31.0115968803556	29.7181548981717	6.06019013484148	14.4191168259978	19.8828033543728	23.1383993910067	10.4891331981397	14.244747390273	100	4	4	4
Mprip	9.95612473459291	12.7069992800368	5.69785252530522	13.5137323042324	24.788269207075	3.92871308026303	17.7526937079141	6.44888910699455	5.93506320175721	100	9	6	6
Mpst	8.50420932290269	13.4361839604344	8.99530478079547	9.64462780218739	18.272444230791	6.0822160123807	15.0082413924757	6.32923824368125	6.00825012237734	100	6	6	9
Mpv17	19.3907233053972	13.0498076054587	10.4208819683639	14.9436502686269	18.0621363614367	12.0631782266321	14.0046877739338	15.1156879396297	8.42521788805055	100	9	9	9
Mpv17l	18.5132568002722	8.55772372290246	7.58900526353057	12.2654543886524	12.3204940846693	10.2071295240681	8.78790655550122	14.103387844485	6.40807493126724	100	3	3	9
Mpv17l2	3.38163605658579	31.0074604564293	20.9998801128755	15.3010652824891	34.422071326585	9.77943245647782	32.4132340202365	3.98967690505264	13.1791143682745	100	8	8	8
Mpzl1	2.67026145249859	32.2326827898245	22.3233032153671	14.8327842467841	34.1857716447359	10.6809585346159	33.0292459287187	3.94744651040178	13.5443738914792	100	1	1	1
Mpzl2	4.63410769215105	31.8602277471529	22.6796153164973	14.8365891113669	33.4324285095445	11.962498914482	32.5211092173722	5.7616200851676	14.1001061278055	100	8	1	1
Mpzl3	4.9285270005041	26.2437519832912	15.2994487018184	17.7441463324183	36.880813170863	6.05096048678315	30.9869170042181	3.84347869499718	12.2860811001419	100	6	8	8
Mr1	17.9345960500549	19.5716889917754	18.9067430226431	11.6095293160229	11.7197780831248	16.4805790213507	14.492515447332	15.3726978586183	10.3000719778728	100	9	9	9
Mrap	12.7961395924073	21.8689374729351	19.4492090222201	10.0604569855558	15.0525214774399	14.4002851862276	17.8668360088115	11.6393672736583	10.3582436749963	100	9	9	9
Mras	19.4265178296868	10.8382738453455	8.23068165498851	15.5516365574241	16.6089862576967	9.98646673737067	11.9136969201949	14.3421422035414	7.78843709195212	100	3	3	9
Mrc1	8.32257206118415	34.0688940379082	29.4186741316583	10.5291748146221	23.8236034901461	19.4239553578785	29.5896210547855	10.904841008598	16.0641018470371	100	1	1	1
Mrc2	20.1035827020467	10.8417084263473	5.3701690707695	19.0028334262718	25.1239902555643	8.77704369079598	16.3673653053069	14.6025138271126	8.20318089061186	100	9	3	3
Mre11a	9.51001169759414	29.517090342775	27.6776445858809	7.68181224226925	14.8619863369942	19.1326890398885	22.5672753172408	11.4917603392005	13.893621428262	100	4	4	4
Mreg	10.0738177545525	22.9067287058843	17.4312823021592	12.1849163024134	22.5861941979592	11.4610782027764	22.265811814681	8.88620621897149	10.422676552794	100	5	8	9
Mrfap1	8.61968222392311	22.7017880447771	9.93173104199316	22.0227700013369	41.3171670619175	3.0048644742669	31.4810409207969	5.02613827738225	12.1802999571601	100	8	6	6
Mrgbp	4.09354943363841	30.2688220742982	21.2232592708574	13.7547839007647	31.6625107574957	10.5649389329962	30.7221441390575	4.62953719022588	12.4575498630396	100	1	1	1
Mrgpre	12.0748504816822	28.356055500222	24.7588832766749	11.0801648372551	20.3758239667536	17.9888284726812	24.5653057121887	12.7399638603727	13.9135798424865	100	8	8	8
Mri1	15.3583073378622	21.2346564642276	19.2081449379566	11.3040132395973	14.6576728778503	15.7886584858717	17.41517992406	13.8453076761496	11.0129474104997	100	9	9	9
Mrm1	6.9779179388217	32.7865694362374	25.7685094444361	13.4226226341868	29.8686871270563	16.1579885804379	31.5963463263269	9.11851535024235	15.5761249336127	100	9	1	1
Mrm2	7.62379370710888	25.9345181155665	20.4831288760852	11.24663351448	23.9600603926505	12.8878759744516	24.7919956691258	8.20046093210202	12.0589733979349	100	4	1	1
Mrm3	4.59918700155025	24.4898102296002	15.684017369832	13.7723887091539	30.4594043209178	7.09466432282787	26.8721597267663	3.94411883893571	10.312424030774	100	8	8	8
Mrnip	12.4028391639828	32.0539939253588	28.6441846378588	11.9137441813993	21.2695452002002	20.7084329168041	27.1406370722957	14.0708443859045	16.6105508535391	100	4	4	4
Mroh1	27.1789306500439	6.33191271830265	6.61336790193347	18.206529187073	14.8218044553599	13.7037498300037	8.04136201380959	20.8767750210955	8.81080359326143	100	2	2	2
Mroh2a	3.78544525482435	32.020087066614	20.6236766589976	17.7375581639046	38.0820037288272	8.83057782780956	34.676476888469	3.80189561807642	13.9995287531472	100	1	1	1
Mrpl1	17.3467876516799	26.7042808143992	27.1843649994836	10.2225412565373	10.2858919673473	22.0672245211007	18.2558310467867	17.274273923895	14.5033079491212	100	5	5	5
Mrpl10	11.0740391572245	25.4994329853084	19.4733390011548	13.2149086463497	25.7722107929129	13.7681495905534	25.6301096868398	10.6050159751809	12.2643100774267	100	1	1	1
Mrpl11	12.0162294055414	27.86275837009	23.762121910989	13.2790471420382	23.5192879063031	16.8603973507696	25.6049154324876	12.5724009021363	15.2137516412696	100	4	4	4
Mrpl12	3.64875876303198	29.3128073626917	21.6536194166476	11.4637638081803	28.4125589902409	11.9357054621446	28.9200170768935	5.20328114511479	12.2049692335363	100	1	1	1
Mrpl13	12.0202697985626	31.7642186127305	30.1747694750342	9.32225803134753	17.1260673910593	21.7174185254665	24.7633963064912	14.0488664137739	15.9222483931563	100	1	4	4
Mrpl14	18.3545148955957	28.7358927291971	29.3491504828487	10.8416646964114	10.6674469379086	23.8786117589671	19.6014716212525	18.5720792788298	15.8534077547341	100	5	5	5
Mrpl15	9.61797502168981	34.1785524702017	32.7656211399024	8.09252001432241	17.2371629468523	23.0625612372413	26.2239070743129	13.2201635170171	16.7095193862168	100	4	4	4
Mrpl16	7.19038046694849	33.333493034911	27.9197833396709	11.8420040700299	26.2441088289046	17.6506039550592	29.9922313859703	9.6103991483789	15.8924103599175	100	1	1	1
Mrpl17	7.4227656903601	35.8758177913177	30.2827767526381	12.3253467582997	27.4928035919603	19.7819990913151	32.27019231681	10.7815105755615	17.5287316859617	100	1	1	1
Mrpl18	6.02846966438457	21.2031810937979	14.562820799688	10.891456277234	24.516717442121	8.58524352217903	22.5008567905477	5.53798703874335	8.68630363954116	100	9	8	1
Mrpl19	7.233357423911	33.7271102430361	31.4832527401861	7.00717425458674	18.0931358663561	20.9823080384114	26.4634051021629	10.7561564727873	15.370651601963	100	1	1	1
Mrpl2	15.6385235800464	25.6738941411184	25.3541221158026	9.79367983951034	12.4653827724819	20.2736626617048	19.0011763941065	15.7236907733815	13.7251017505407	100	4	4	4
Mrpl20	10.2655272619607	21.793909539341	12.7264480231535	17.1257425935463	31.7550716518681	7.40184776910156	26.2577821383729	7.57378837573082	10.6748653237789	100	4	6	6
Mrpl21	23.8738292735162	13.3774104189303	14.2628309989072	14.7907741336504	10.9525878805209	16.546986572032	10.1117476852125	19.2868741027457	10.0124448940742	100	9	9	9
Mrpl22	13.1025539564077	37.909300613101	37.6533506745504	9.17235770534771	15.847081835427	27.2311331722729	27.731443073764	16.7554316226583	19.8813783781818	100	4	4	4
Mrpl23	3.37130888198371	35.0253623284298	26.1384532755724	14.0863315308182	32.8287117687524	13.7573607555267	34.0417560096215	5.5091644689858	15.2056891525518	100	4	1	1
Mrpl23-ps1	9.65523588299944	18.3241878214917	14.2235662343461	9.55103656503497	17.7472428609075	9.38988064116992	17.0246603982694	7.67592197870739	7.0501444021788	100	4	9	9
Mrpl24	17.062817246272	16.2051208909136	15.2518692703086	11.3329065727031	12.4257524814787	14.047481688181	13.0491056288733	14.0996376011701	8.81601933940211	100	9	9	9
Mrpl27	14.2714131081379	33.2757660715601	32.0785495715681	11.1493268439198	18.2707369120882	24.248798925859	26.2952257879792	16.7693389848329	18.5298417698036	100	4	4	4
Mrpl28	14.2400683222479	38.4616833165236	38.1703378602414	9.65250971903109	16.2246379929759	28.0820356967005	28.2189060442673	17.7999971504168	20.2435888896784	100	4	4	4
Mrpl3	3.11240047177297	32.8996140343217	25.544589146382	11.2130991236914	28.4572055186858	14.3558038929621	30.8251136193206	5.7269846243939	13.6762429152008	100	1	1	1
Mrpl30	11.8135890067606	16.6320440084186	7.05264571896219	18.6386521339852	32.4289271892653	4.17585481556523	23.6192494155446	7.56359297125296	8.85924021530589	100	3	6	6
Mrpl32	10.8566269215926	42.6078099005709	40.4361379581184	11.0169229738977	23.9123200968754	28.8557058319957	34.4215443673309	16.4591951712059	22.6698738743546	100	4	4	4
Mrpl33	19.7824757052101	23.9794112844066	24.6956257213192	11.9813777312024	10.7576591459993	21.4277518999864	16.71124941828	18.7608329182239	14.4004324048605	100	5	5	5
Mrpl34	13.9098364492239	10.0062989963843	6.73957809644636	11.3009369104673	16.873228409093	7.58121463799046	12.1781990156907	10.2981247060825	5.4184038862957	100	7	9	9
Mrpl35	7.75125935674205	20.7001526885694	9.04789584407647	19.310905010544	37.3195732867997	2.67630888654787	28.2718615653842	4.36977415064547	10.1387791232622	100	6	6	6
Mrpl36	8.53766675453412	19.1648894918023	10.1715984749678	15.920782706203	30.699146420547	5.03964149459225	24.2851058177479	5.79296140497585	9.1434429212423	100	6	6	6
Mrpl37	4.83712225739075	26.7332839157443	13.8080697342242	20.7645151076238	41.8583572331736	4.19163305983931	33.7275569044252	3.07709330019063	13.1109179305801	100	8	8	8
Mrpl38	6.67567892132099	16.7785931049428	7.8138883928285	14.4337143811552	29.4834352595992	2.95926876548685	22.302589813159	3.91892746724329	7.28595723991862	100	6	6	6
Mrpl39	19.8656584212301	13.9978800357563	10.6982312038178	16.1302431100238	20.0384901134586	12.0260819723279	15.2339559207821	15.2723079415847	8.63323170396638	100	3	9	9
Mrpl4	5.20110831852227	24.376450307518	18.3645358706534	9.90546335627024	24.217192033566	10.7613341048103	24.0724906241838	5.93507964697306	10.29107069779	100	8	8	8
Mrpl40	18.2161847629338	18.0277833942991	17.3820489752706	11.8580509777108	12.3125041520863	15.7403103203818	13.8347702162663	15.4322383095871	9.92632255709336	100	4	4	9
Mrpl41	12.3036672827026	36.0167258816122	36.2973188608013	7.86152100056481	12.4687468864174	26.2676871637329	25.0521190801146	15.8908575671154	18.628677360797	100	4	4	4
Mrpl42	8.05921153794992	20.5844842967785	9.55948076047146	18.7574878224344	36.0449898895989	3.32633477851253	27.6297605186878	4.76634779808345	10.1742836371343	100	6	6	6
Mrpl43	9.47369574276165	28.2397027774511	22.2323043014563	13.6307662475949	26.2412353926676	14.161920479602	27.2593818212985	9.71432638828392	14.125073211196	100	4	1	1
Mrpl44	9.75911625356239	19.0838875010146	14.2351562756556	11.5620878891638	20.6755458361726	9.03865994787615	19.312605168253	7.82292493228284	9.10558460159758	100	4	8	9
Mrpl45	9.46016602914937	23.0345196766524	14.0039686746889	17.1793472512702	32.0926616831165	7.35409291149396	26.8327141426284	6.95481130937429	11.0910770971756	100	8	8	8
Mrpl46	12.5892331606468	37.9396815137602	37.5176532635811	8.79966866444984	15.4064355397808	27.0802988206848	27.6274892424169	16.3962301843633	19.5669199937584	100	4	4	4
Mrpl47	10.4557574908332	23.6311547636147	10.2021240532655	24.3024245210347	43.7163470405788	3.61226263210416	33.1802523085733	6.35819367164236	13.3878215012067	100	6	6	6
Mrpl48	7.47773256625286	37.815224250053	34.9681060906289	8.64457859337487	21.2595824279504	23.5377226124073	30.3518974150006	12.0613318513318	18.0790086129079	100	1	1	1
Mrpl48-ps	5.3109697325738	28.374300362364	18.9241358836353	15.6682584238134	33.751733118212	9.83835170157329	30.8617265512844	5.63795756407755	13.1158753654668	100	9	1	8
Mrpl49	13.7608722879859	25.8055459027196	24.3355960411818	10.0302798148433	16.4442451744569	19.0652036876988	21.0886132940351	14.3460694743899	13.6774411143895	100	4	4	4
Mrpl50	8.70136352300936	23.2708455032964	19.7504030762651	8.84436047409742	18.4746849250983	13.4400741794223	20.5911221283209	9.01373019932421	10.379456315275	100	9	9	9
Mrpl51	10.6500073150603	19.2812567447532	7.72327849989236	20.9081311788508	37.6145743839422	3.30686719990797	27.8215523440598	6.49019234698456	10.5045711868824	100	6	6	6
Mrpl52	13.6017065328085	28.4326177253651	27.7205037650337	8.83887238833185	13.5569812726692	20.8915471376135	21.1362756561313	14.6734676340757	14.4065256877568	100	4	4	4
Mrpl54	17.7548077083364	16.6660627899064	13.7020513468203	14.4235184072054	18.4259533307211	13.1905359016349	16.4732273966959	14.7157066862535	10.2688890598248	100	4	9	9
Mrpl55	7.43936644413817	24.8300849245178	13.9668932503878	18.7467463404659	36.7791685296107	6.03282176069497	30.3230597866783	5.40114531898399	12.2657407137803	100	9	8	6
Mrpl57	10.1665157486729	32.053603388464	30.2793117914632	8.1028008841564	16.7202539863307	21.2252393638279	24.818564228854	12.6950484919648	15.3077243953962	100	4	4	4
Mrpl58	8.57058851045982	42.1276134067281	40.2163480745227	9.00655435089124	21.7470390821703	28.0074236616604	33.1108458616759	14.6768221651064	21.3534042401173	100	1	1	1
Mrpl9	12.6446307315231	14.8507613453208	8.09449315401782	15.0957675873802	25.5458875008116	6.78212708767048	19.2669255398873	9.137540494107	7.7195447320459	100	9	9	9
Mrps10	10.2950562130692	38.1125912244813	37.0040074888194	8.11057769688643	17.2406850107286	25.8936255356855	28.6409074682026	14.6024348805249	19.1027442864787	100	4	4	4
Mrps11	9.57982166033348	20.5783185160304	14.7151119391331	12.26430136473	23.6609662743537	9.72399719713511	21.7253907215195	8.11981799548458	9.61770796554149	100	6	6	6
Mrps12	13.4803172493502	17.7506744245282	9.07568320076649	18.3765218418577	30.9829028035373	7.04601013842649	23.6659103569492	9.67520766411563	9.73822884384723	100	9	6	6
Mrps14	20.7371507283978	9.33456094478199	6.97498508158186	15.7052208720266	17.7403270497847	10.5402570696186	11.5716365846327	15.5155175177637	7.21952985135843	100	2	3	3
Mrps15	4.4056420205288	28.4732045273925	19.0625462916649	14.9110481523468	33.169350044483	9.38986829242184	30.6288716450329	4.67004033403093	12.6778305576375	100	8	8	8
Mrps16	14.5037881693219	18.6101427167142	15.8762299746502	11.3178181745424	15.5411195037897	12.8344391723007	16.0726947639561	12.0001634973351	8.74130644841605	100	4	9	9
Mrps17	5.98316055446848	39.2149022314483	35.9683481940546	8.29942092591435	22.3161781237914	23.88445958504	31.7099285721621	11.3535037347619	18.3616662650025	100	1	1	1
Mrps18a	28.1014974631804	9.09959923873978	8.86587130247106	19.7016952079153	16.7877679687754	15.3995822451275	10.5015137107799	22.0104999847046	10.4266226124594	100	2	2	2
Mrps18b	6.96575574475143	25.2073826023295	20.286986109428	9.62307541936363	20.9051155013709	12.6541620467734	23.0190624656471	7.53234907053517	10.98227755671	100	6	1	1
