C1	C2	C3	C4	C5	C6	C7	C8	C9	Tested_in_clustering	Cluster_control	Cluster_Exposure_P	Cluster_Exposure_Final
Dis3l2	27.2302895438691	6.97408577196404	6.16560522170943	19.6648521063778	17.3316805129026	13.1153632780314	9.60160822183293	20.7357106387309	9.23819220957332	100	3	3	3
Disp1	10.9432232028711	19.9097409498551	15.9398285941776	10.3525175320347	18.1177481671164	11.5271172797094	18.6110949223818	9.59977006541416	9.12324025761651	100	9	9	9
Disp2	22.6883019674648	11.6128202645086	12.1449776177472	14.1674837808187	10.3279189597531	14.346638406171	8.6964083481975	17.6996776638557	8.424804115413	100	3	9	9
Dixdc1	9.7275211006025	21.0411023289552	13.3928891942068	14.7256936649717	28.0073783611737	8.29526152299723	23.9702231528355	7.63947502374135	9.82583686621694	100	1	8	8
Dkc1	20.2210664152398	17.7766323905419	18.1590158649251	12.5700351625947	12.036367703441	17.6588620599031	13.6857989945835	17.6812618594747	11.4794964207928	100	4	4	9
Dkk3	23.4825664764955	8.25346918353342	4.25718431490698	19.9866379228389	23.4513508731763	10.2283595502915	13.9550625862933	17.4452719680831	8.54018086318391	100	9	3	3
Dlat	8.78031427502159	22.5509906961003	17.5173961356972	11.2312832896302	22.3143007967949	11.6639447601008	21.9648119104818	8.35735999882084	10.3579280129078	100	1	1	1
Dlc1	12.446220053691	20.5230942915183	15.0341479731913	14.0474392139882	22.9876017268377	10.571461183035	20.8800975611821	10.0312211865191	10.0449371141257	100	4	8	9
Dld	12.9040598005797	15.2173381961327	8.75676740452511	14.6967628566386	24.5123439476944	7.01028065328336	18.6955530753283	9.18906175640885	7.27958507373454	100	9	9	9
Dleu2	15.0783361726434	11.9124588596148	7.56438233497117	13.6948281683921	19.2654424110511	7.95513021495018	14.3488175481462	11.0981569610227	6.80393567064893	100	3	3	3
Dlg1	19.5691923651274	15.3774745156166	16.1641199909561	11.3742020673951	8.29886050419888	15.5774490423861	10.1950752039482	16.1008370899714	9.12696184333562	100	9	9	9
Dlg3	4.87875335064522	25.5296351185585	15.5760852693848	15.6030558497776	33.4775745591829	6.88328671694997	28.983084729228	4.05793004612936	11.1039075949566	100	6	8	8
Dlg4	4.05489364506461	29.4626185696175	17.1751284374029	19.3764417529337	40.1378322803898	6.11518016587775	34.167039643355	3.03201399337983	13.3378406156119	100	1	8	8
Dlg5	27.2983117197441	7.53625864459654	5.69062025058431	20.7874865139538	20.7573023757185	13.131473925587	11.7969469048648	20.8499212650828	9.58751112804383	100	3	3	3
Dlgap1	20.574695168223	12.2486430911583	11.9217913914321	13.2841482828212	11.4944187034419	13.1409851846108	9.79779012290096	15.8890225214702	7.66226439508843	100	2	9	9
Dlgap4	17.0021072637675	11.8466611338602	4.85966561139348	18.7245108499202	27.6335099746992	6.55728300257181	18.388012975608	11.9062088415059	8.0064369702598	100	6	3	3
Dlgap5	2.79827070659381	33.8383343803722	23.9178795805237	14.9926177158117	34.6446320691238	11.8345549843378	34.1961173289988	4.46349715512895	14.4025226182983	100	1	1	1
Dll1	4.66976721936475	28.7613280896299	17.4084192114731	18.0104800509741	37.8786688197162	7.24603203868945	32.9155107688059	4.0127072689115	13.1465875960598	100	1	1	1
Dll4	6.09498423566218	30.3288265421302	21.0746893048848	15.3429666001527	33.1683841197336	11.2049835587213	31.6787108938179	6.30429580491414	13.5744775646177	100	8	8	8
Dlst	13.3652379790634	18.3674131030434	7.42535605553955	21.8463859520827	36.7854992111547	4.41049388965681	26.8005792654665	8.5960315029171	10.7087775162112	100	6	6	6
Dmac1	11.1110584040295	20.2988299073985	17.2894903795658	9.69524386202091	15.9091350985878	12.3601965166504	17.4091883600789	9.87564514807726	9.23801873676279	100	9	9	9
Dmac2	13.332303062526	16.4412309591123	11.5626131741277	13.708721968134	21.7434136089811	9.25386110244317	17.8693282778938	10.1371614608089	8.18237990470801	100	6	6	9
Dmap1	11.9286544533295	17.9712815900106	9.570767346639	17.9260691873454	29.5970026783204	5.20834225074315	22.866080989017	7.83533439643103	9.79886014899076	100	6	6	6
Dmbt1	13.4454525434981	15.0259857238054	7.95865060646721	15.778761230322	25.8196764701752	6.17929844860447	18.8944647117551	9.1378300581486	6.92272258636984	100	9	9	9
Dmd	13.7948577832541	28.1568456515875	25.7445496781172	11.5826090468159	18.5490910175593	19.4523287026619	23.2034993088587	14.3468865709483	14.6108382508831	100	9	4	4
Dmgdh	25.6523789814819	6.94814692434876	7.41789800828562	16.7312980668569	12.685037796915	13.14881977862	7.2079599314318	19.5871784326861	8.15436915132419	100	2	2	2
Dmpk	5.48232056800381	24.5142082156432	12.3520593125062	19.6310126496397	39.2780782063952	3.83202793105135	31.174897834308	3.36691502495133	11.6996864635923	100	8	8	8
Dmtf1	12.789775727252	16.0722409322722	8.2074166826454	17.8084076745154	29.4911369326894	5.80621785588134	21.4634074936603	8.75011722063232	8.89749444379611	100	3	6	6
Dmwd	10.8592660049474	20.0661782026479	7.99100040301806	22.0327585318706	39.4223968498881	3.28802507130538	29.260897649233	6.63886576856528	11.4127150816749	100	6	6	6
Dmxl1	23.104530950701	15.815073667738	16.8551721377439	14.0268876770125	10.0735555796669	17.6271032795639	11.0011564113504	19.1087945433546	10.6858501753033	100	7	7	7
Dmxl2	27.3214123090143	7.62182184537561	8.36996488959979	17.8557860614203	13.5850945235887	14.6672978139599	7.98465015054599	21.1518363423126	9.19799403685523	100	7	7	7
Dna2	12.586296520406	30.9021624669701	30.4346946422413	8.52496075750268	14.6385254340916	22.5564634219658	22.9944452771074	14.7394257873731	15.8207477376632	100	4	4	4
Dnaaf2	12.7313025939415	16.5499982842571	11.616057646493	13.7091814108534	22.3425961522191	9.46489285983134	18.3374081223853	10.0514003307484	8.65291380073247	100	9	9	9
Dnaaf5	25.7373898361964	7.2036762861674	6.00497809632491	18.6120869795837	17.6539700905345	12.5238342583268	10.0763411569082	19.5405628066906	8.55103375448849	100	3	3	3
Dnaic1	3.28729463205857	32.2611933412751	24.2551672833202	11.9327889010517	29.5245006492544	13.0425659884688	30.9293277214048	5.15373442375378	13.1875134404408	100	1	1	1
Dnaja1	10.3336484975981	19.8180264254286	10.2049571833782	18.2503140912924	33.2241033942035	5.61441741261813	25.8929346127727	7.06986468068316	10.3263549761462	100	3	6	6
Dnaja2	28.2765629076955	9.46443535423355	10.3057966106158	18.705195203064	13.5328113815853	15.8957028069846	8.65484567942701	22.0119395131962	10.0066067878248	100	2	2	2
Dnaja3	5.75173184868921	32.097347784632	26.4114202584779	9.99566083562648	24.7558374684752	15.9621290502079	28.6169747076424	7.74483287948939	13.5615056461568	100	1	1	1
Dnaja4	14.7788104181395	12.5751737685875	9.75900809850585	11.5102958629463	15.7401545898457	9.3673249660451	12.7807702396118	11.1275217802935	6.34353052988521	100	3	9	9
Dnajb1	16.5112417937167	13.2028332916913	5.32477630322719	19.5215446966557	29.5431609924199	6.16980665133911	20.2051813268225	11.3697281674984	8.58905162973116	100	3	3	3
Dnajb11	19.0053874358254	13.9585867874413	10.9588360922525	15.2714491159033	18.3012762995445	11.6950632049358	14.425271874421	14.6110582387829	8.48462771658245	100	3	9	9
Dnajb12	7.55748153323519	20.6158266023736	8.6412372130143	20.0418520738042	38.631964977975	2.40977868443999	29.0434935755178	4.30078916740375	10.7802596766145	100	3	6	6
Dnajb14	27.5837219780169	6.17770506321983	5.81632558261437	19.318281316144	16.533914010522	13.2616583504402	8.73961343812862	21.0528277929586	8.9615977546055	100	2	2	2
Dnajb2	26.5882311065437	6.3969265033349	6.44615406044514	18.0254115937618	14.6369104372052	13.1807416383921	7.98942454564306	20.2874073993628	8.58543815803199	100	2	2	2
Dnajb4	16.3891998433841	12.1347864654539	7.95692871590735	14.6831773887192	20.9620130628551	9.21975551476936	15.3586109027249	12.4704809571727	7.72462856996245	100	2	9	9
Dnajb5	8.92087586203859	27.1386086675119	21.443927728475	11.5984769605732	24.4555714882993	13.8404514476341	25.7457047070443	9.03858606430494	12.0974597926694	100	6	1	1
Dnajb6	8.98929938875647	21.9171980175935	9.29587584228817	21.7477467797159	40.5942709658904	2.82726431008458	30.6829568736573	5.20185392465527	11.6610313712626	100	3	6	6
Dnajb9	13.4658047917699	21.2586838600947	19.7770110637359	9.36789852970497	13.5503260101413	15.181077630315	16.5283132983047	12.1379470279924	9.81865417643783	100	9	9	9
Dnajc1	13.439532102229	15.2717219658984	9.33409016675627	14.8802529990063	23.7442243159218	7.46102767013338	18.2920152148041	9.58383476219152	7.72127760570033	100	9	9	9
Dnajc10	6.57668104947759	21.0839576642009	15.2188749466299	10.7318646601867	22.6708528967926	8.15405410714457	21.323044399345	5.3996162841673	8.80469053754377	100	1	8	8
Dnajc11	9.92334925222855	9.0430857522092	3.88833332610785	10.5889349456532	19.3211505375306	3.53772506390085	13.0634198229229	6.40347777029332	3.79418106621603	100	6	6	9
Dnajc12	14.7320032659816	21.9901542037248	20.6664522670524	9.87399663727994	12.0783518752949	16.0841298673139	16.3069791668715	13.1189678011796	10.2563906683433	100	9	9	9
Dnajc13	28.4478019831155	9.05986725806567	9.87080120226394	18.7719654029986	14.666102454786	16.3264936255139	9.38155783974963	22.5681993932363	10.5814129268784	100	2	2	2
Dnajc14	19.2653479161913	10.3258419511679	4.18548189857673	19.1880814991551	26.2785444424596	7.58523034831034	16.8080789814642	13.7638229014754	7.9774566162005	100	2	3	3
Dnajc15	12.6055074259598	37.4308552233871	36.9675570466314	8.52383877108105	15.0290930918643	26.5769909746575	27.124466952965	16.1101352801271	18.9481461982086	100	4	4	4
Dnajc16	25.431486802956	6.50468338236236	5.61200736057511	18.0028285869849	16.6536141270764	12.2937158714093	9.29452684112125	19.3172863999887	8.26537709332718	100	3	3	3
Dnajc17	8.91517901429144	24.1494271716485	15.083501540198	17.6641181336966	32.5044937268516	6.92008598472601	27.4681085088868	6.24401372719523	11.7845924963328	100	1	8	6
Dnajc18	21.7891249717634	17.3831904048316	18.3568487138656	13.0265815206896	9.36988753960331	17.9518434926345	11.691558854449	18.3086434087971	10.842226336974	100	2	5	5
Dnajc19	22.8725018188701	11.3525859090452	10.1222265937676	16.2425982818907	15.783726064434	13.3223137589483	11.4091068998716	17.7066248417286	8.68364906036849	100	7	9	9
Dnajc2	25.3586271423252	9.145600585128	9.19898680815234	16.9356272288054	14.151423475554	14.1316785677903	9.21555721142703	19.6123810040253	8.86409469745003	100	3	3	9
Dnajc21	25.0033968448247	11.7195804910872	13.1264055116675	15.3734894275174	9.9763388497008	16.5121755760486	8.74748132224988	20.1995908926413	10.2835452570863	100	2	7	7
Dnajc22	18.9502649325957	15.0654366769921	14.0590775114935	12.8399284039809	13.3806526576066	14.2429747148346	12.8599459950349	15.5741735506796	9.28400054007158	100	7	9	9
Dnajc24	8.7354577163408	39.7310656170081	37.1246546407197	9.19701020076066	22.1276516751717	25.5255552688518	31.8818093210003	13.6098820929389	19.5099438349032	100	4	4	4
Dnajc25	3.44322403794287	34.560586616806	27.1751594520072	11.6651223645172	29.2260599186024	15.517496139105	32.157983042942	6.36877546808736	14.7687818231534	100	1	1	1
Dnajc28	19.2400347357849	15.3241613003641	16.0056644984644	11.2098878723812	8.36158845453847	15.4830703911948	10.3949886476792	16.0871559498323	9.38535166060022	100	2	5	5
Dnajc3	23.162364607354	10.6118355436471	9.80214871958579	16.0567800469847	14.5523357118083	12.98236868753	10.1248526729401	17.6535570143815	8.1236726496356	100	2	9	9
Dnajc30	3.38701673245377	30.570661317929	21.3327660245772	14.0500449909045	32.3678014772217	10.5076298163347	31.2304506235943	4.3623298001211	12.7738435505306	100	8	1	1
Dnajc4	15.5662309596998	14.0671986606538	11.3801022018468	13.6075546903906	17.7728337817694	10.4542078820272	14.3382985408503	12.1186413660097	8.62676520007384	100	9	9	9
Dnajc5	21.7658092043866	6.74713477313299	4.16031542626923	16.8778783047455	18.2799062742562	9.38736850872935	10.527607639513	16.0326882390395	7.04352851304295	100	3	3	3
Dnajc7	6.24584443570803	27.1603098573831	18.2455091283491	15.547465865991	32.2785949515033	9.37340197248645	29.5427142639851	5.87218076363244	12.863387751933	100	1	1	1
Dnajc8	4.07224505761248	38.0325327689561	31.2875695276006	11.3430871270656	29.0416569000725	19.0074841832264	34.152042981188	8.18250195297236	16.8206173627723	100	1	1	1
Dnajc9	6.82058188600986	36.4768430061412	30.8799128852837	12.0047173411646	27.5129528256289	19.7463634574065	32.5544327470026	10.3059570367777	17.5497217371808	100	1	1	1
Dnal1	8.68274133301929	26.3489057490148	21.0261061339981	11.7155067227774	23.8320019700514	13.6364825329496	24.8779041215645	9.05471605811475	12.2931718829908	100	9	1	1
Dnal4	16.7855422409234	8.03185635531895	3.36195163146833	15.1921067023121	21.1215208126816	6.45314787206436	13.1425276894941	11.8481481425425	5.84637800572794	100	3	3	3
Dnase1l1	13.7531303691259	18.4576916643151	15.0217215137953	11.69228441177	18.7943081402304	12.6502366286068	17.8765015507544	11.7523364985231	9.15782633804758	100	4	9	9
Dnase1l3	3.40222200817351	31.9848806492023	21.8643941706065	15.7335368998433	35.3949232960421	10.6841458272806	33.5355022606508	4.60387588227774	14.1384526493086	100	8	1	1
Dnase2a	20.2506094375193	12.1388948352075	10.3547452217755	14.6917309979994	15.9117134510225	12.0529482602506	12.0144388160376	15.4466819387086	7.79049878309279	100	9	9	9
Dnase2b	19.4390369758704	7.3654740304812	5.23227659178264	14.4978785558979	15.8988397748544	8.77434543134796	9.66883889281807	14.1777889449372	6.14666432920297	100	3	3	3
Dnlz	18.5420721428719	17.7731177269523	17.2139060728477	12.1619196286566	13.0363047804422	16.3380752377182	14.502738560039	16.2443562648367	11.0094626592827	100	4	4	9
Dnm1l	16.4112959279368	14.6900975284169	13.2600312979171	11.3711451607909	12.5947294659176	11.94177375971	12.0255833773832	12.826086701717	7.49587543069362	100	3	9	9
Dnm2	12.8655586712269	20.068308632351	10.5733581720071	19.6114504983954	33.5462386908464	6.83594224349462	26.025750377782	9.0813461537094	10.882574799454	100	6	6	6
Dnmbp	26.7617015187775	8.57107038601463	9.15110681252718	17.5472670578324	13.7098406682559	14.9015732141189	8.64611769420074	20.824144562622	9.33235069798868	100	2	2	2
Dnmt1	8.63804512146909	32.2853068143595	26.4840309903672	12.7331335469608	26.545689298066	17.1921912276153	29.677365513217	10.3582359325642	15.6015645106648	100	1	1	1
Dnmt3a	9.75781905929875	18.1074820286984	12.8967119479435	12.0545877606237	22.1037121466982	9.08705158658661	19.0470057912593	8.03859928598576	8.16479621863136	100	1	8	9
Dnmt3b	4.60173992123971	33.9189844733097	27.7238931265956	10.5957820371272	26.5715186830783	16.5446574422739	30.5444149500666	7.45071509583946	14.6312081584359	100	1	1	1
Dnpep	24.9015449988404	10.9435367653238	11.5458356640303	16.2759126986617	11.9222453365388	14.9992832502257	8.93973849649367	19.4567428561676	9.34109149673827	100	3	7	7
Dnph1	10.8836919079379	33.6545307595626	32.4859509885924	8.2196674060041	15.5386997485983	22.8966573921782	25.1817604312512	13.739788318142	16.6361093615473	100	4	4	4
Dntt	22.4121425684252	13.4333283989423	13.4419131806247	14.6467783404691	10.6886790834471	14.8601813552761	10.0212057814952	17.6410520757925	9.15120572492598	100	2	9	9
Dnttip1	6.70190844085585	20.9506583195719	13.8415153578283	12.3872649081826	26.0605729918718	7.20460804187985	23.0050794468224	5.27031737227465	9.11974303217618	100	1	8	8
Dnttip2	8.2982423926871	28.5576071604683	24.6681038545141	9.76390080180353	20.8929933183966	16.5273537196951	24.7063622198995	9.93255566774349	13.2206263228206	100	6	1	1
Dock1	23.983191158004	11.5210477752512	12.9741902746172	14.3340886999361	7.90193236102701	15.6910187227136	7.59856491134483	19.104662850802	9.34085743655376	100	2	7	7
Dock10	12.2201099952115	19.2490321442003	13.7105782884763	13.5142081731831	23.4073536732155	9.91871902812401	20.3042535650798	9.7068248213577	8.98844579838732	100	9	9	9
Dock11	4.62849512575705	29.3111119011717	21.9107955601023	11.9135014861364	28.2621729826373	12.1228084139012	28.6731728663316	5.83533783778662	12.4596550248876	100	9	1	1
Dock2	7.63451627755774	22.0116923238257	13.3440774417342	15.779491968807	30.6924654530837	6.83876440169789	25.7675734059169	5.84589789174029	10.6634042775471	100	6	6	6
Dock4	25.1401461486214	12.8094217936867	13.568496299367	16.0123528251268	12.787885430351	17.0040223622851	10.7877839105286	20.5276980736074	10.7537941420078	100	7	7	9
Dock5	27.6556827579395	8.94291023232986	9.61600435589422	18.2829800205323	13.829242395499	15.5602463379121	8.84365014437775	21.7010451922369	9.96166582079128	100	2	2	2
Dock6	6.27234090474825	32.7030282540778	23.7847518423359	16.5789515871988	34.997243874353	13.4629551636665	33.8855548635159	7.6567974581529	16.3039001467474	100	8	1	1
Dock7	8.38102626646224	28.172653421371	21.2086182938158	14.1608364513918	28.9945017987013	13.0116824068552	28.378947169114	8.70242306238951	13.6563755433159	100	1	1	1
Dock8	18.8048070618897	11.0067751062994	9.00491803449798	13.9912818136212	15.6922988999367	10.8732357397073	11.6019609042567	14.2779944024907	7.30192104666398	100	9	9	9
Dock9	27.4727502438812	10.1441622248705	11.2594631819144	17.6579856153639	12.4427603554485	16.3627053265256	8.73293940652425	21.7596965227195	10.2686914809916	100	7	7	7
Dohh	14.9648720103642	14.8062327112384	6.04947105971554	19.3990451263709	30.9353544624917	5.59290593206037	21.840655690092	10.0946590259626	8.67750756694124	100	3	3	3
Dok1	6.81039366987153	26.3428152550676	17.5001040083398	15.5834337661379	31.6497877851491	8.89879294762769	28.8680294767112	6.01549722187271	12.756230505119	100	1	1	1
Dok2	5.03697376449187	27.2988101923871	20.4555104662833	11.0644220531514	25.9805452949409	11.2869018185924	26.3556528483377	5.63573051809055	11.0463992599832	100	1	1	1
Dok3	9.31304464194186	24.9806763214669	11.830208143515	23.220011945131	42.8246038541712	4.22322735529761	33.4061557212482	5.74442215808329	13.3711161108232	100	6	6	6
Dok4	4.27785681338631	32.632608224145	23.9321846385131	14.0037073795615	32.2291293146561	12.8862354834732	32.4343990741554	5.92733528121163	14.3076906322104	100	1	1	1
